episode_id,player_0_score,player_0_wall_count,player_1_score,player_1_wall_count,player_2_score,player_2_wall_count,player_3_score,player_3_wall_count,total_score,total_wall_count
1,-3.213395106177322,17.6,12.226335023317983,10.8,1.0082537836808307,11.0,12.422273936503107,7.6,22.4434676373246,47.00000000000001
2,23.430957825932712,5.8,16.335406609244476,6.4,15.191479136606603,11.4,16.313249252494494,12.0,71.27109282427828,35.6
3,22.384181188031754,3.2,21.478996885826177,8.0,22.9385304232314,4.6,14.229052525803883,18.4,81.0307610228932,34.199999999999996
4,38.890310655594,3.0,30.252318560717594,0.6,23.252266548875323,4.4,23.4004284578825,9.6,115.79532422306941,17.6
5,35.5038605062791,1.8,25.98934433365423,1.2,24.052670984396606,3.2,7.034808191855992,17.2,92.58068401618593,23.4
6,39.7122392953718,0.0,24.527868901036577,3.4,27.429443634638336,1.8,28.387896617606906,7.2,120.05744844865362,12.4
7,19.70716629755574,5.8,39.69709044509196,0.0,32.6014543067707,1.2,12.095016226338283,24.4,104.1007272757567,31.4
8,27.965910212384017,0.2,25.50110202228459,2.4,30.096203040549494,0.2,15.7809427472347,8.0,99.3441580224528,10.8
9,39.86958333668112,9.6,23.481521119883222,0.8,35.87082536995901,1.2,26.395145326343187,7.2,125.61707515286653,18.8
10,64.66293436870046,4.8,23.344048352628306,10.6,25.341911028211197,0.0,15.282414517973,11.6,128.63130826751296,27.0
11,56.58606339473238,0.8,45.523202808310046,2.8,27.81388261640464,0.0,11.107921034042784,17.6,141.03106985348987,21.200000000000003
12,84.55112926315442,9.6,61.1400494482293,0.6,27.59890994636312,0.0,14.849103787524706,16.4,188.13919244527153,26.599999999999998
13,53.1762404886821,3.4,26.59379478102096,0.0,42.6017794855587,1.2,21.362301237418812,8.4,143.7341159926806,13.0
14,40.98018107426835,4.0,37.930850734530246,0.6,45.00533417468076,2.4,18.682799240923806,10.8,142.59916522440315,17.8
15,109.40455971867206,6.6,29.47457242601904,0.0,53.38840710984416,3.8,22.69140010192365,13.4,214.95893935645893,23.799999999999997
16,52.02450161546174,0.4,61.35414282005697,0.0,52.887225503484366,1.2,13.62972460471299,29.8,179.89559454371607,31.400000000000002
17,64.98299543162088,0.6,37.04948489272816,1.0,47.67034717697589,3.4,39.61658644524893,4.2,189.31941394657383,9.2
18,54.62098553646479,6.0,57.58944078472225,1.8,56.10806844046563,0.4,24.958159109016766,2.6,193.27665387066946,10.799999999999999
19,38.12412394482568,3.4,55.62810232303307,1.0,40.13201766141465,0.4,22.271420828657718,7.6,156.1556647579311,12.4
20,63.5233459170546,12.2,30.425661922781778,3.8,38.322515093193,0.6,33.5679736971002,20.2,165.8394966301296,36.8
21,46.52747979925915,2.0,37.53947320297645,0.4,67.60821856349261,5.4,40.192046732337054,11.0,191.86721829806527,18.8
22,45.60443142038061,13.6,63.56701077370301,7.0,73.01003021496828,3.0,21.11914446265278,27.8,203.30061687170468,51.400000000000006
23,26.678809559223488,19.4,26.288709047833397,3.6,42.30128891150743,19.2,56.397691164549386,7.0,151.6664986831137,49.2
24,33.32812807094701,5.0,45.63078646672048,3.8,26.254693110463393,9.0,18.331597189436447,22.0,123.54520483756733,39.8
25,81.30473372639251,12.8,38.50778182953975,1.6,43.94658074070607,0.8,33.00873961790162,13.4,196.76783591453997,28.6
26,43.62465584877302,5.0,55.568517290851574,1.8,36.53500551323809,5.8,29.80199157449182,30.0,165.5301702273545,42.6
27,85.42525773327239,0.2,27.176076759687327,2.6,47.5664212644063,2.2,48.47965938031037,19.8,208.6474151376764,24.8
28,57.13340262980123,1.0,36.3839280821786,0.2,59.500545539862046,4.2,11.978331281189014,31.8,164.99620753303088,37.2
29,55.98560434898004,8.6,65.7449892248706,0.8,25.917079495080042,2.2,39.16072736225787,14.0,186.80840043118855,25.6
30,69.42202011693253,5.0,39.959025705308605,1.0,76.5948334520271,1.4,33.73458156793191,23.4,219.71046084220015,30.799999999999997
31,103.08552552567338,2.2,76.58658101095541,1.4,51.11007607788138,12.6,17.35207579409362,14.0,248.1342584086038,30.2
32,64.2626510854287,9.4,41.10510304716742,1.8,85.18339781171746,2.4,-3.3534050858226863,53.0,187.1977468584909,66.6
33,50.94782216576099,2.6,34.01728020849259,0.8,69.36619945214944,0.6,18.86080593965376,26.0,173.19210776605678,30.0
34,70.62097293733864,3.8,34.66951889006664,4.0,45.26366575227736,2.6,34.494666834925454,9.8,185.04882441460808,20.200000000000003
35,41.65446608575154,5.2,47.08510920654321,2.0,64.03461053996855,1.2,10.022499197918236,39.2,162.79668503018155,47.6
36,47.41312915809367,0.8,41.57934841738281,1.4,48.28127584481151,2.8,37.60368978733267,14.6,174.87744320762067,19.6
37,58.925077095193885,1.2,29.519166431356638,0.0,65.96708722223394,1.0,26.342224419241557,18.2,180.753555168026,20.4
38,23.354877609043818,3.4,56.78620267283149,4.4,47.05658439071882,4.6,34.6401441558113,20.6,161.83780882840543,33.0
39,73.07856044931887,4.8,35.25542321685003,0.0,63.53087821081605,2.2,15.437444398722793,31.6,187.30230627570774,38.6
40,57.6966902965073,4.4,42.7579071059755,1.0,40.059878145882806,0.8,41.58806104943709,10.8,182.10253659780267,17.0
41,58.941707727487675,19.0,34.38031237535916,5.4,50.721787908395264,8.2,35.59137313377069,8.0,179.63518114501278,40.599999999999994
42,50.77252845812492,13.4,42.37614034004489,10.8,45.26319935682891,2.6,-17.45872837007006,66.0,120.95313978492867,92.80000000000001
43,63.45756457955971,12.6,38.320966887305005,7.2,40.19610219007018,10.2,47.16072465821354,0.8,189.13535831514844,30.8
44,59.17724710712599,9.4,38.33995303437704,1.8,47.019303601994885,8.6,7.870569017408485,48.0,152.4070727609064,67.8
45,83.92107909037004,21.0,44.51885754792197,9.0,35.5188918544663,12.8,-7.796706739691151,58.0,156.16212175306714,100.8
46,71.5132787720144,3.4,66.47709657598787,1.2,39.638741925813825,7.4,29.26830388994179,12.2,206.89742116375788,24.2
47,50.67491714777056,13.6,40.02410828986932,2.0,30.886787898437678,1.6,62.25526555108358,9.2,183.84107888716113,26.4
48,66.12110767831958,16.4,38.545402673300444,15.8,51.661267088537315,9.0,11.153411750632689,40.0,167.48118919079002,81.2
49,80.81169581604998,2.8,18.82806820429184,0.6,67.60024431013362,0.2,49.34557402103686,11.0,216.5855823515123,14.6
50,57.26480675831152,0.2,36.313166674511045,1.2,93.88926761115317,1.0,38.57287711894948,3.8,226.04011816292524,6.199999999999999
51,78.98254198847887,7.4,36.98241315430435,12.4,59.41914777558945,9.2,34.51847914226786,0.4,209.90258206064053,29.4
52,47.32886555850727,12.4,42.282781541539215,0.0,83.37599212080075,4.2,22.01851639430567,35.2,195.0061556151529,51.800000000000004
53,54.55883132696921,4.8,35.50062593426443,4.8,52.36564125942059,0.4,47.77856582068396,4.8,190.20366434133817,14.8
54,67.73675634576165,0.0,32.1491541801317,0.4,35.59740903927191,7.0,46.778354516609355,20.0,182.26167408177463,27.4
55,60.1864594042406,10.2,84.26039535252849,9.8,28.29865525739056,9.4,17.36624186458347,35.0,190.1117518787431,64.4
56,73.90255659872184,1.8,44.01892969423809,5.2,57.32711778639513,9.0,25.382945250525857,39.6,200.63154932988093,55.6
57,51.707530131916805,4.4,47.023328407557266,0.0,46.934587132600555,2.4,41.809392767213,3.0,187.47483843928762,9.8
58,68.28258916793102,6.6,37.37927819745571,0.0,62.315254600748425,2.0,12.216973115149818,52.2,180.19409508128498,60.800000000000004
59,42.89854988789639,3.8,74.2796247150609,0.0,40.945493416684904,3.2,6.953577102435121,38.8,165.07724512207733,45.8
60,46.41089015817966,6.2,58.515686880223384,2.8,45.85940712600998,12.2,38.77462733304581,17.6,189.56061149745884,38.8
61,69.04369662465965,9.0,27.546818351265834,17.6,79.39766205754859,4.2,13.461424658482219,36.2,189.4496016919563,67.0
62,40.19905063762222,16.8,47.67541972792607,6.4,59.307847172596475,5.2,31.168973203954643,22.0,178.3512907420994,50.400000000000006
63,83.93202918471673,2.2,33.18759240130655,9.2,28.59021678537777,16.2,29.461240432398245,19.2,175.1710788037993,46.8
64,62.1405192748138,5.6,40.88954834292743,11.6,21.643399605530654,21.2,37.45056673210037,30.4,162.12403395537223,68.8
65,49.81997783538641,0.8,62.67787695114323,2.4,67.82307500467849,1.6,23.374080702085145,30.8,203.69501049329327,35.6
66,71.91556749372758,2.4,39.599640407556805,3.0,28.365831348851337,4.0,37.41383429674183,42.4,177.29487354687757,51.8
67,66.00163472646013,3.8,55.941322738925464,0.8,63.728838559955726,12.0,34.77599321435024,4.6,220.44778923969153,21.200000000000003
68,58.16229896876344,8.6,25.987872319122506,10.8,48.53540065791911,5.2,34.059472015191304,27.6,166.74504396099638,52.2
69,46.613774010620986,6.2,61.77507388111538,8.0,50.6181033898706,1.8,41.1459374173721,33.6,200.15288869897907,49.6
70,70.20527103014777,9.2,34.75427934693799,10.8,49.76719850881146,4.8,56.14357295008322,11.6,210.87032183598043,36.4
71,97.48702615547157,8.8,23.67231232898848,13.4,47.84290291231934,1.4,17.792766186245863,35.6,186.79500758302527,59.2
72,37.28734190230759,17.2,40.43340876656023,11.4,40.22682662782622,11.4,38.5621359364737,10.4,156.50971323316776,50.4
73,59.093897026281844,26.4,35.71597470478836,3.4,16.09242687527459,23.6,26.586185989820613,39.0,137.48848459616542,92.4
74,18.774239231297017,22.6,32.68593172069681,16.4,36.545254621539485,14.4,54.079469217780456,25.2,142.08489479131376,78.6
75,64.03932490315819,11.2,28.009466384791676,5.6,39.07560169184251,9.4,39.43444517998606,34.2,170.55883815977845,60.4
76,56.18934938142455,18.2,29.93839737159211,1.0,30.685552745159992,3.0,59.06117557633222,2.4,175.87447507450887,24.599999999999998
77,57.95338285410982,21.8,66.624135709986,4.4,37.95538512484279,28.6,-8.752757509120903,64.4,153.78014617981773,119.20000000000002
78,77.04210775889925,3.8,37.45759165391602,1.4,57.23773046086846,5.6,38.30960334456202,30.2,210.04703321824573,41.0
79,55.517558892603155,0.0,50.62878078804194,18.4,83.25528423988408,11.0,10.730634139037019,33.2,200.1322580595662,62.6
80,26.621464839787535,3.6,39.157133587532996,1.2,56.805723602012584,19.0,19.587394671857066,34.0,142.17171670119018,57.8
81,26.957756617839085,13.8,25.418111970173662,0.0,18.51368929863753,14.4,90.44048093631201,18.0,161.3300388229623,46.2
82,57.0682556786609,8.0,34.232001982672536,1.2,43.43737933054354,10.8,57.561243718980336,6.4,192.2988807108573,26.4
83,49.52608867718071,14.0,63.05445257425599,2.0,69.62583643520146,8.4,22.107023184233377,32.4,204.31340087087156,56.8
84,58.05066744045363,6.4,53.949976915902106,4.2,50.55014566163966,12.4,21.04944763548171,38.4,183.60023765347708,61.4
85,68.03684338091814,15.2,61.8905136903471,0.8,43.954374816720474,4.2,19.762980556391398,25.6,193.64471244437712,45.8
86,56.81673175701383,13.6,44.20957844763128,12.6,43.85516041754725,0.0,17.379019984833793,41.4,162.26049060702616,67.6
87,63.4296389146365,5.6,19.897038263498896,23.6,17.4281019678675,13.0,44.8901281525732,11.2,145.6449072985761,53.400000000000006
88,68.9915209643705,15.0,49.07857905253846,18.0,70.14499351937103,8.4,33.04999743703017,6.2,221.26509097331018,47.6
89,99.48309773023246,1.0,59.13650404055049,7.6,31.80643277798655,3.2,24.7686597101379,6.2,215.1946942589074,18.0
90,54.66116864730752,1.4,31.972744329331125,17.2,58.146822458760006,4.4,15.179658813781463,51.4,159.9603942491801,74.4
91,27.61790092967549,7.8,66.72161114143493,4.6,77.66103362229732,8.8,8.756706141962322,46.8,180.75725183537006,68.0
92,67.1143662661057,7.0,91.24321397469913,12.4,49.79002648224986,14.0,19.453340963817567,49.4,227.60094768687227,82.8
93,53.45701224222362,21.0,44.54772060354513,8.0,41.92552490347971,8.4,35.17397937996793,33.6,175.10423712921641,71.0
94,75.18769128040488,8.0,49.01501204715164,4.8,41.23639861510143,22.4,41.13374546648238,16.8,206.5728474091403,52.0
95,57.450822813301194,1.2,83.59542353576998,19.4,24.92824870914721,47.8,13.550073321213798,49.2,179.52456837943217,117.6
96,32.858781853954156,29.4,50.89726317655878,7.8,54.13731384084615,6.6,-7.561850048084952,61.8,130.33150882327413,105.6
97,73.45354225805289,11.8,57.441519675695915,3.2,60.83953676643631,6.6,29.617950904634732,34.4,221.35254960481987,56.0
98,50.5276440827965,5.0,43.215709086180745,7.4,83.24854629136776,12.8,32.24113560463147,12.8,209.23303506497646,38.0
99,76.30996594602341,1.4,93.98301069566132,2.2,62.66920202298614,1.4,24.056618017623475,10.6,257.01879668229435,15.6
100,44.60831353977087,8.6,39.07153721174527,18.6,61.42088623989508,9.4,17.418092319118024,22.8,162.51882931052924,59.400000000000006
101,58.39029183864081,18.0,58.60779892492103,3.4,72.08516457690882,4.6,35.360008087054936,5.6,224.4432634275256,31.6
102,47.888673773245316,16.6,66.2905350944943,10.6,47.49161187240999,0.0,26.324191891539368,21.0,187.99501263168898,48.2
103,62.999530303150564,7.8,55.96943448620711,1.0,65.41385803287102,0.6,50.35417731774909,3.2,234.7370001399778,12.600000000000001
104,48.03543585385134,11.0,43.06678595572382,14.6,66.02777052510271,1.0,15.240625262812154,16.8,172.37061759749002,43.400000000000006
