scheme,max_episodes,mean_total_original_score,mean_total_excluded_score,mean_total_wall_count,score_difference,improvement_percentage,player_0_original,player_0_excluded,player_0_walls,player_1_original,player_1_excluded,player_1_walls,player_2_original,player_2_excluded,player_2_walls,player_3_original,player_3_excluded,player_3_walls
Distance Penalty - Excluded,213,185.22928035409652,197.9981690140845,44.74647887323944,-12.768888659987994,6.448993303104578,57.00476250150424,60.13478873239436,9.39718309859155,47.57797060068003,50.447323943661964,5.556807511737089,49.03849685481151,51.817511737089205,7.270422535211267,31.60805039710075,35.59854460093897,22.522065727699534
