episode_id,player_0_original_score,player_0_excluded_score,player_0_wall_count,player_1_original_score,player_1_excluded_score,player_1_wall_count,player_2_original_score,player_2_excluded_score,player_2_wall_count,player_3_original_score,player_3_excluded_score,player_3_wall_count,total_original_score,total_excluded_score,total_wall_count
47,50.67491714777056,54.080000000000005,13.6,40.02410828986932,42.96999999999999,2.0,30.886787898437678,33.11,1.6,62.25526555108358,65.27000000000001,9.2,183.84107888716113,195.43,26.4
48,66.12110767831958,69.58999999999999,16.4,38.545402673300444,42.06,15.8,51.661267088537315,54.4,9.0,11.153411750632689,15.890000000000006,40.0,167.48118919079002,181.94,81.2
49,80.81169581604998,83.41,2.8,18.82806820429184,21.67,0.6,67.60024431013362,69.77,0.2,49.34557402103686,52.39,11.0,216.5855823515123,227.24,14.6
50,57.26480675831152,59.779999999999994,0.2,36.313166674511045,39.33,1.2,93.88926761115317,96.38000000000001,1.0,38.57287711894948,41.05,3.8,226.04011816292524,236.54000000000002,6.199999999999999
51,78.98254198847887,82.08,7.4,36.98241315430435,40.69,12.4,59.41914777558945,62.32000000000001,9.2,34.51847914226786,36.709999999999994,0.4,209.90258206064053,221.8,29.4
52,47.32886555850727,50.620000000000005,12.4,42.282781541539215,44.879999999999995,0.0,83.37599212080075,85.74,4.2,22.01851639430567,26.340000000000003,35.2,195.0061556151529,207.58,51.800000000000004
53,54.55883132696921,57.46999999999999,4.8,35.50062593426443,38.54,4.8,52.36564125942059,54.7,0.4,47.77856582068396,50.519999999999996,4.8,190.20366434133817,201.22999999999996,14.8
54,67.73675634576165,69.9,0.0,32.1491541801317,34.77,0.4,35.59740903927191,38.440000000000005,7.0,46.778354516609355,49.89,20.0,182.26167408177463,193.0,27.4
55,60.1864594042406,63.69999999999999,10.2,84.26039535252849,87.97,9.8,28.29865525739056,31.24,9.4,17.36624186458347,21.410000000000004,35.0,190.1117518787431,204.32,64.4
56,73.90255659872184,76.9,1.8,44.01892969423809,47.29,5.2,57.32711778639513,60.379999999999995,9.0,25.382945250525857,30.1,39.6,200.63154932988093,214.67,55.6
57,51.707530131916805,54.669999999999995,4.4,47.023328407557266,49.87,0.0,46.934587132600555,49.64,2.4,41.809392767213,44.42,3.0,187.47483843928762,198.60000000000002,9.8
58,68.28258916793102,71.45,6.6,37.37927819745571,39.96,0.0,62.315254600748425,64.86,2.0,12.216973115149818,17.77,52.2,180.19409508128498,194.04,60.800000000000004
59,42.89854988789639,45.97999999999999,3.8,74.2796247150609,76.81,0.0,40.945493416684904,43.31,3.2,6.953577102435121,11.55,38.8,165.07724512207733,177.65,45.8
60,46.41089015817966,49.71999999999999,6.2,58.515686880223384,61.489999999999995,2.8,45.85940712600998,48.80999999999999,12.2,38.77462733304581,41.96999999999999,17.6,189.56061149745884,201.98999999999998,38.8
61,69.04369662465965,72.39000000000001,9.0,27.546818351265834,31.1,17.6,79.39766205754859,81.78,4.2,13.461424658482219,17.85,36.2,189.4496016919563,203.12,67.0
62,40.19905063762222,43.510000000000005,16.8,47.67541972792607,50.72,6.4,59.307847172596475,62.29,5.2,31.168973203954643,34.9,22.0,178.3512907420994,191.42000000000002,50.400000000000006
63,83.93202918471673,86.75,2.2,33.18759240130655,36.36,9.2,28.59021678537777,31.869999999999997,16.2,29.461240432398245,33.33,19.2,175.1710788037993,188.31,46.8
64,62.1405192748138,65.12,5.6,40.88954834292743,44.120000000000005,11.6,21.643399605530654,25.259999999999998,21.2,37.45056673210037,41.72,30.4,162.12403395537223,176.22,68.8
65,49.81997783538641,52.36,0.8,62.67787695114323,65.66999999999999,2.4,67.82307500467849,70.14,1.6,23.374080702085145,27.560000000000002,30.8,203.69501049329327,215.73,35.6
66,71.91556749372758,74.7,2.4,39.599640407556805,42.419999999999995,3.0,28.365831348851337,30.96,4.0,37.41383429674183,41.7,42.4,177.29487354687757,189.78000000000003,51.8
67,66.00163472646013,69.01,3.8,55.941322738925464,58.540000000000006,0.8,63.728838559955726,66.89999999999999,12.0,34.77599321435024,37.65,4.6,220.44778923969153,232.1,21.200000000000003
68,58.16229896876344,61.61,8.6,25.987872319122506,29.46999999999999,10.8,48.53540065791911,51.29,5.2,34.059472015191304,38.14,27.6,166.74504396099638,180.51,52.2
69,46.613774010620986,49.779999999999994,6.2,61.77507388111538,64.87,8.0,50.6181033898706,53.019999999999996,1.8,41.1459374173721,45.120000000000005,33.6,200.15288869897907,212.79000000000002,49.6
70,70.20527103014777,73.26,9.2,34.75427934693799,38.489999999999995,10.8,49.76719850881146,52.55999999999999,4.8,56.14357295008322,59.17,11.6,210.87032183598043,223.48000000000002,36.4
71,97.48702615547157,100.46000000000001,8.8,23.67231232898848,27.179999999999996,13.4,47.84290291231934,50.21,1.4,17.792766186245863,22.14,35.6,186.79500758302527,199.99,59.2
72,37.28734190230759,41.230000000000004,17.2,40.43340876656023,44.17,11.4,40.22682662782622,43.209999999999994,11.4,38.5621359364737,42.730000000000004,10.4,156.50971323316776,171.34000000000003,50.4
73,59.093897026281844,63.60999999999999,26.4,35.71597470478836,39.19,3.4,16.09242687527459,19.99,23.6,26.586185989820613,31.379999999999995,39.0,137.48848459616542,154.16999999999996,92.4
74,18.774239231297017,22.5,22.6,32.68593172069681,36.72,16.4,36.545254621539485,39.73,14.4,54.079469217780456,58.25,25.2,142.08489479131376,157.2,78.6
75,64.03932490315819,67.27000000000001,11.2,28.009466384791676,31.129999999999995,5.6,39.07560169184251,42.22,9.4,39.43444517998606,43.8,34.2,170.55883815977845,184.42000000000002,60.4
76,56.18934938142455,59.78000000000001,18.2,29.93839737159211,32.45,1.0,30.685552745159992,33.379999999999995,3.0,59.06117557633222,61.660000000000004,2.4,175.87447507450887,187.27,24.599999999999998
77,57.95338285410982,61.92999999999999,21.8,66.624135709986,69.69000000000001,4.4,37.95538512484279,41.65,28.6,-8.752757509120903,-3.2699999999999974,64.4,153.78014617981773,170.0,119.20000000000002
78,77.04210775889925,79.93999999999998,3.8,37.45759165391602,40.239999999999995,1.4,57.23773046086846,60.129999999999995,5.6,38.30960334456202,41.85,30.2,210.04703321824573,222.15999999999997,41.0
79,55.517558892603155,57.92,0.0,50.62878078804194,54.71,18.4,83.25528423988408,86.31,11.0,10.730634139037019,15.35,33.2,200.1322580595662,214.29,62.6
80,26.621464839787535,29.160000000000004,3.6,39.157133587532996,42.26,1.2,56.805723602012584,60.410000000000004,19.0,19.587394671857066,24.96,34.0,142.17171670119018,156.79000000000002,57.8
81,26.957756617839085,30.04,13.8,25.418111970173662,27.98,0.0,18.51368929863753,21.73,14.4,90.44048093631201,93.94000000000001,18.0,161.3300388229623,173.69,46.2
82,57.0682556786609,59.96,8.0,34.232001982672536,37.370000000000005,1.2,43.43737933054354,46.55,10.8,57.561243718980336,60.709999999999994,6.4,192.2988807108573,204.58999999999997,26.4
83,49.52608867718071,52.89,14.0,63.05445257425599,65.93,2.0,69.62583643520146,72.74000000000001,8.4,22.107023184233377,26.7,32.4,204.31340087087156,218.26,56.8
84,58.05066744045363,60.730000000000004,6.4,53.949976915902106,56.85999999999999,4.2,50.55014566163966,53.69,12.4,21.04944763548171,25.76,38.4,183.60023765347708,197.04,61.4
85,68.03684338091814,71.33000000000001,15.2,61.8905136903471,64.53,0.8,43.954374816720474,46.86,4.2,19.762980556391398,24.079999999999995,25.6,193.64471244437712,206.8,45.8
86,56.81673175701383,60.17,13.6,44.20957844763128,47.599999999999994,12.6,43.85516041754725,45.93999999999999,0.0,17.379019984833793,22.25,41.4,162.26049060702616,175.95999999999998,67.6
87,63.4296389146365,66.1,5.6,19.897038263498896,24.089999999999996,23.6,17.4281019678675,20.45,13.0,44.8901281525732,48.279999999999994,11.2,145.6449072985761,158.92,53.400000000000006
88,68.9915209643705,72.3,15.0,49.07857905253846,52.69,18.0,70.14499351937103,72.67,8.4,33.04999743703017,35.86,6.2,221.26509097331018,233.51999999999998,47.6
89,99.48309773023246,102.25,1.0,59.13650404055049,62.040000000000006,7.6,31.80643277798655,34.339999999999996,3.2,24.7686597101379,27.65,6.2,215.1946942589074,226.28000000000003,18.0
90,54.66116864730752,57.21999999999999,1.4,31.972744329331125,35.339999999999996,17.2,58.146822458760006,60.75,4.4,15.179658813781463,20.23,51.4,159.9603942491801,173.54,74.4
91,27.61790092967549,30.96,7.8,66.72161114143493,69.63,4.6,77.66103362229732,80.44000000000001,8.8,8.756706141962322,13.559999999999999,46.8,180.75725183537006,194.59000000000003,68.0
92,67.1143662661057,70.33,7.0,91.24321397469913,94.63000000000001,12.4,49.79002648224986,52.910000000000004,14.0,19.453340963817567,24.26,49.4,227.60094768687227,242.13,82.8
93,53.45701224222362,57.35,21.0,44.54772060354513,47.879999999999995,8.0,41.92552490347971,44.68,8.4,35.17397937996793,39.15,33.6,175.10423712921641,189.06,71.0
94,75.18769128040488,77.85,8.0,49.01501204715164,51.56,4.8,41.23639861510143,44.720000000000006,22.4,41.13374546648238,44.46,16.8,206.5728474091403,218.59,52.0
95,57.450822813301194,60.279999999999994,1.2,83.59542353576998,87.11000000000001,19.4,24.92824870914721,30.05,47.8,13.550073321213798,18.39,49.2,179.52456837943217,195.83000000000004,117.6
96,32.858781853954156,37.160000000000004,29.4,50.89726317655878,54.019999999999996,7.8,54.13731384084615,56.64,6.6,-7.561850048084952,-1.9200000000000004,61.8,130.33150882327413,145.9,105.6
97,73.45354225805289,76.97,11.8,57.441519675695915,60.260000000000005,3.2,60.83953676643631,63.65,6.6,29.617950904634732,33.75,34.4,221.35254960481987,234.63000000000002,56.0
98,50.5276440827965,53.410000000000004,5.0,43.215709086180745,46.2,7.4,83.24854629136776,86.50999999999999,12.8,32.24113560463147,35.57000000000001,12.8,209.23303506497646,221.69,38.0
99,76.30996594602341,79.09,1.4,93.98301069566132,96.7,2.2,62.66920202298614,65.17999999999999,1.4,24.056618017623475,27.609999999999996,10.6,257.01879668229435,268.58000000000004,15.6
100,44.60831353977087,47.660000000000004,8.6,39.07153721174527,42.559999999999995,18.6,61.42088623989508,64.22,9.4,17.418092319118024,22.6,22.8,162.51882931052924,177.04,59.400000000000006
101,58.39029183864081,61.870000000000005,18.0,58.60779892492103,61.15,3.4,72.08516457690882,74.62,4.6,35.360008087054936,39.15,5.6,224.4432634275256,236.79000000000002,31.6
102,47.888673773245316,51.54,16.6,66.2905350944943,69.59,10.6,47.49161187240999,49.97,0.0,26.324191891539368,31.470000000000006,21.0,187.99501263168898,202.57,48.2
103,62.999530303150564,65.92,7.8,55.96943448620711,58.42,1.0,65.41385803287102,67.66,0.6,50.35417731774909,53.35999999999999,3.2,234.7370001399778,245.35999999999999,12.600000000000001
104,48.03543585385134,51.39000000000001,11.0,43.06678595572382,46.6,14.6,66.02777052510271,68.41,1.0,15.240625262812154,20.57,16.8,172.37061759749002,186.97,43.400000000000006
105,62.87876140647452,66.02,9.6,41.2414983185819,43.769999999999996,0.4,75.79264051318421,78.64000000000001,4.6,15.403969004723242,21.080000000000002,9.8,195.3168692429639,209.51000000000002,24.4
106,29.384886402641563,33.36,19.0,76.95376809117485,79.5,2.8,46.7836670193889,49.15,1.6,50.01196736977754,52.779999999999994,0.4,203.13428888298284,214.79,23.8
107,28.62652205116217,32.830000000000005,24.0,47.13304105372576,51.010000000000005,25.8,48.12248157018678,50.86,4.2,46.50695547424117,50.730000000000004,6.4,170.38900014931588,185.43,60.4
108,70.37961336741773,74.13,19.4,44.15808619225372,46.56,0.8,63.394851232251405,65.84,6.2,39.16554295264045,42.660000000000004,18.6,217.0980937445633,229.19,45.0
109,72.58817561894236,75.61,6.6,35.20176542618797,37.7,0.6,59.30271048136156,62.08,7.8,13.48105700628598,18.57,20.8,180.57370853277786,193.95999999999998,35.8
110,48.21452325079343,51.56,6.8,58.80123664261087,61.55,2.8,43.141758150413445,46.46,11.0,54.73381423465162,58.57000000000001,2.8,204.89133227846935,218.14,23.400000000000002
111,50.61210494362804,54.60999999999999,26.6,52.505922520379784,55.6,8.6,37.48476775213633,40.64,10.6,30.757403045552373,35.34,7.2,171.36019826169652,186.19,53.00000000000001
112,71.7170740666478,75.61,18.6,27.903636288155088,30.68,10.6,36.95350827075705,40.739999999999995,22.4,31.385547109058553,35.56,16.8,167.9597657346185,182.58999999999997,68.4
113,7.617011344830004,11.610000000000003,24.6,49.45389245803136,53.06,23.8,39.86601585572349,42.28,3.4,39.09609115264176,43.07,27.8,136.03301081122663,150.02,79.60000000000001
114,39.29798302446252,43.830000000000005,26.0,48.01538007522952,51.32000000000001,11.2,52.333865480378634,55.08,3.8,47.35086812078907,52.15,7.6,186.99809670085975,202.38000000000002,48.6
115,36.194220094916716,39.75,12.4,47.012810295023314,49.64,4.6,52.930432429600636,55.54,2.8,27.032988961693256,31.440000000000005,33.0,163.17045178123394,176.37,52.8
116,83.7343148500908,87.1,13.6,29.66437387331672,32.33,5.2,43.893460713644764,47.269999999999996,11.4,35.528854624713894,39.160000000000004,7.6,192.82100406176616,205.85999999999999,37.800000000000004
117,62.710852690576914,66.53999999999999,16.8,24.304202692063864,26.79,0.4,63.33487286838863,66.17,3.6,22.277550362143877,26.360000000000003,25.2,172.62747861317328,185.86,46.0
118,23.516165509513606,28.379999999999995,33.0,44.04353155120505,47.29,9.4,46.440922511961475,49.79,8.4,12.758465890958407,17.78,44.4,126.75908546363854,143.23999999999998,95.19999999999999
119,59.16155320224759,63.03000000000001,19.6,51.033110448734085,54.010000000000005,7.8,39.08730889159473,41.45,5.0,45.101013939850404,48.1,7.6,194.38298648242682,206.59,40.00000000000001
120,35.21215941931881,39.45,28.8,52.28154480518286,54.86,2.0,38.90061071758782,42.510000000000005,22.8,48.318969420053314,53.33,35.2,174.71328436214282,190.14999999999998,88.80000000000001
121,30.664649912935694,33.89000000000001,12.0,52.62295068446322,55.32000000000001,5.2,39.92845863189889,43.32,17.2,31.689873334148007,35.309999999999995,17.2,154.90593256344582,167.84,51.599999999999994
122,65.7225945664341,68.59,4.6,42.71164965179937,45.980000000000004,13.8,35.873340826034585,39.980000000000004,34.0,23.820280771786877,27.740000000000002,26.4,168.12786581605494,182.29000000000002,78.8
123,85.92163137659529,89.22999999999999,7.2,45.301244609363344,48.33,9.2,45.91813377793454,49.019999999999996,17.8,37.64850324942671,41.37,21.2,214.7895130133199,227.95,55.400000000000006
124,68.39530238509687,71.98,9.8,42.575439769747234,45.57000000000001,6.8,78.80404003627253,81.46000000000001,5.0,28.30692015120162,32.17,11.6,218.08170234231824,231.18,33.2
125,57.75476820043807,61.31999999999999,9.0,62.778549599292475,65.77,10.2,69.55251021982535,72.3,5.0,56.757989984062945,59.629999999999995,6.6,246.84381800361882,259.02,30.799999999999997
126,47.426162300132056,50.67,16.4,58.74429347838634,61.489999999999995,2.8,38.546289715063416,42.54,34.8,50.62821085323363,54.15,5.6,195.34495634681545,208.85,59.6
127,77.7223873205842,80.06,3.6,72.5528640296985,74.9,1.8,33.21568803997874,35.4,1.2,67.33815717401018,70.1,3.6,250.82909656427162,260.46000000000004,10.200000000000001
128,42.517517601318886,45.46,10.8,38.170906468162265,41.59,16.6,58.12072412543139,61.1,9.6,9.567413479470066,14.95,52.0,148.37656167438263,163.1,89.0
129,68.41681367626502,70.83,0.2,50.709681742004044,53.44000000000001,6.8,71.17549906332877,73.58,0.6,27.99937146472838,31.72,22.4,218.3013659463262,229.57000000000002,30.0
130,67.26033341016665,70.05,3.6,50.81136385047729,53.25,1.4,57.59025234039118,59.870000000000005,2.0,58.54447411229525,61.480000000000004,6.8,234.20642371333037,244.65000000000003,13.8
131,72.56733098337065,75.74,10.2,54.55922948070109,56.98,3.8,60.32509312782046,63.21,11.4,36.844016797403434,39.89,16.2,224.29567038929565,235.82,41.599999999999994
132,53.7141400299717,56.330000000000005,3.0,70.51498226563623,73.13,3.4,53.724175702477034,56.239999999999995,3.4,44.70015952801522,47.220000000000006,3.4,222.65345752610017,232.92,13.200000000000001
133,54.68812926480314,58.2,11.2,36.251608372628304,40.23,21.2,70.75606047913737,73.82000000000001,12.2,52.49832049854143,56.63000000000001,24.6,214.19411861511026,228.88,69.19999999999999
134,45.02045808793127,48.11,7.6,55.16172947318411,57.75,2.4,50.823209767433575,53.669999999999995,4.6,18.088335040273144,23.28,47.4,169.0937323688221,182.81,62.0
135,57.868986863200824,60.29,3.2,74.21428212043648,76.73,2.4,49.50566889040504,51.879999999999995,4.2,39.00250121939388,41.85,8.2,220.59143909343624,230.75,18.0
136,19.827461984983138,23.610000000000003,28.6,65.57441807818151,68.08,1.6,72.1989247592966,75.41,15.0,41.50844676928037,44.7,14.4,199.1092515917416,211.8,59.6
137,52.610286280019224,55.4,3.0,70.43901859421433,72.74,0.4,71.65593954098908,74.22999999999999,1.4,16.62197998236328,21.21,31.4,211.32722439758592,223.57999999999998,36.199999999999996
138,62.3712448512666,65.45,11.0,25.399526772805267,28.25,5.4,41.564431490119226,44.64,8.6,35.39430760174817,39.58,8.8,164.72951071593928,177.92000000000002,33.8
139,76.38480971086226,79.58000000000001,10.6,73.78815660544348,76.53,2.8,51.16700512950908,53.61999999999999,4.6,40.18596467425601,43.13,9.6,241.52593612007084,252.86,27.6
140,42.018416445438014,44.96,8.0,43.18670101026848,46.14,5.6,76.97315870379614,79.86,8.2,46.74792472453619,50.379999999999995,11.2,208.92620088403885,221.33999999999997,33.0
141,58.06710704471027,60.65,0.6,62.73319640319994,64.97999999999999,1.8,69.98123570075118,72.44999999999999,3.0,17.53355756250279,22.5,44.8,208.3150967111642,220.57999999999998,50.199999999999996
142,53.77074228888519,57.89,30.0,78.91560382463717,81.35999999999999,1.0,69.60884807673833,71.61,0.6,22.037395498650632,25.689999999999998,28.6,224.3325896889113,236.55,60.2
143,52.523699267332994,55.32000000000001,5.2,57.661129838040914,61.67,24.6,28.21977355740637,30.85,2.2,58.75972425342452,62.09000000000001,9.6,197.1643269162048,209.93,41.6
144,78.75871869386219,82.19000000000001,15.4,45.636854567955865,48.2,5.4,30.424577050205205,33.6,16.6,36.96191772008886,39.989999999999995,5.8,191.78206803211214,203.98000000000002,43.2
145,35.70522786834434,38.66,8.4,46.42695058596634,50.14,21.6,48.256417648296974,51.120000000000005,5.6,35.37614139397088,39.660000000000004,26.6,165.76473749657856,179.58,62.2
146,79.8437616471626,82.58999999999999,4.6,41.92492812557199,44.519999999999996,4.8,46.785429566989976,49.129999999999995,1.6,50.23526428545037,53.07000000000001,5.6,218.7893836251749,229.31,16.599999999999998
147,79.32133628921733,82.24,3.4,37.57989844395201,40.31,5.2,33.54830446731719,36.42999999999999,11.0,41.829424014037016,45.71,28.4,192.27896321452354,204.69,48.0
148,59.06078765495899,63.08999999999999,21.6,73.00221388400715,75.47,1.0,26.43679966931773,28.93,6.0,21.931463676166395,26.230000000000008,37.4,180.4312648844503,193.72000000000003,66.0
149,72.24097854010324,75.43,13.0,44.896790324503414,46.87,0.2,34.75403586988992,36.88,0.2,13.52363363313187,19.080000000000002,61.8,165.41543836762847,178.26000000000002,75.19999999999999
