episode_id,player_0_score,player_0_score_sem,player_0_wall_count,player_0_wall_count_sem,player_1_score,player_1_score_sem,player_1_wall_count,player_1_wall_count_sem,player_2_score,player_2_score_sem,player_2_wall_count,player_2_wall_count_sem,player_3_score,player_3_score_sem,player_3_wall_count,player_3_wall_count_sem,total_score,total_score_sem,total_wall_count,total_wall_count_sem
1,18.459999999999997,3.2670093357687224,14.0,6.797058187186571,18.19,2.6055421700674892,10.6,4.1182520563948,15.379999999999999,4.5118898479462,20.2,5.4258639865002145,1.029999999999999,6.331401898473986,21.0,3.361547262794322,53.05999999999999,7.246626801484948,65.8,8.79431634636826
2,26.159999999999997,1.8019017731274916,2.6,1.5362291495737215,14.239999999999998,4.585558853618606,6.4,2.580697580112788,21.749999999999993,7.900806920815113,1.4,1.4,14.569999999999999,8.13308981875892,17.8,4.913247398615299,76.71999999999998,9.380333149734073,28.2,5.704384278780664
3,42.42999999999999,18.041331713595866,0.2,0.2,27.399999999999995,1.9521142384604429,0.2,0.20000000000000004,30.410000000000004,3.611903930062373,4.2,1.7999999999999998,18.869999999999997,4.00245549631723,19.2,3.056141357987225,119.10999999999999,17.545543593744817,23.8,2.244994432064365
4,24.769999999999996,2.6603383243489915,1.6,0.6,28.29,0.6997142273814361,2.4,1.3638181696985854,25.97,1.4687239359389495,7.2,2.9223278392404914,32.959999999999994,10.184466112663934,11.2,4.042276586281547,111.98999999999998,7.631700334787787,22.4,4.445222154178573
5,38.61999999999999,5.943286128060804,2.2,2.2,30.919999999999998,1.7447492656539518,1.6,0.812403840463596,29.229999999999997,0.17649362594722873,1.0,0.31622776601683794,23.119999999999997,2.4567051105087883,11.2,5.535341001239218,121.89000000000001,6.682391039141604,16.0,7.19027120489902
6,42.660000000000004,13.482724131272581,4.2,3.7202150475476548,31.159999999999997,7.950069182088922,3.2,1.772004514666935,29.669999999999998,0.1044030650891051,0.2,0.2,24.31,5.289858221162453,18.8,6.382789358893179,127.8,3.707323832631837,26.4,4.864154602806124
7,34.65,10.259641806612938,0.2,0.20000000000000004,44.64,18.5898856908804,8.4,6.136774397026502,26.32,1.9309065228539677,7.0,3.898717737923586,37.35,16.94541973513787,6.8,2.2226110770892866,142.95999999999998,16.748181990890828,22.4,11.029959202100432
8,45.6,8.055774326531248,4.6,1.6911534525287764,65.61,20.773170196192975,6.4,2.657066051117284,24.61,2.81733029657511,2.4,1.2489995996796794,22.7,6.42880237680394,8.2,1.9078784028338913,158.52000000000004,17.379338307311933,21.6,2.6758176320519302
9,70.69000000000001,10.969849588759182,2.2,1.0677078252031311,41.56,7.761449606871129,2.6,1.4,23.479999999999997,3.9898809506049178,4.8,4.305810028322197,39.959999999999994,14.047102904157851,17.6,10.141991914806479,175.69,17.81463864354256,27.2,9.462557793746889
10,26.459999999999997,4.215785810498442,2.8,2.5573423705088842,63.120000000000005,12.909004609186566,9.4,3.586084215408221,33.36,2.7503817916791125,7.0,5.059644256269407,27.119999999999997,8.195419452352638,11.4,3.9319206502674993,150.06,17.26454748900185,30.6,8.634813257969162
11,38.29,8.502534916129424,1.0,1.0,71.08000000000001,11.786937685421098,5.4,2.4,44.440000000000005,7.635204646897163,4.8,2.2671568097509267,18.069999999999997,6.096589210370009,13.6,5.4644304369257,171.88,19.6717919875135,24.8,7.282856582413251
12,44.230000000000004,14.026605077494699,3.2,1.8547236990991405,39.86,4.351821457734681,2.0,1.3038404810405297,28.02,4.947362933927529,5.6,5.353503525729669,35.14,15.69650757334255,23.4,13.800724618656805,147.25,18.30335351786661,34.2,14.82362978490761
13,52.32000000000001,7.6348313668345025,11.0,10.029955134495866,38.6,7.8598346038577676,4.4,1.9646882704388502,39.78000000000001,7.735641537713598,10.2,4.933558553417603,57.17,6.380607337863694,17.2,9.825477087653299,187.87,8.189560427764114,42.8,12.839003076563227
