penalty,penalty_val,episode,total_score_mean,total_score_sem,wall_count_mean,wall_count_sem,ball_score_mean,ball_score_sem,p0_score_mean,p0_score_sem,p1_score_mean,p1_score_sem,p2_score_mean,p2_score_sem,p3_score_mean,p3_score_sem
0.5,0.5,112,255.45,13.455838881318398,138.2,31.21845607969747,116.0,2.1908902300206643,72.94,27.534935627308084,61.85,26.09947125901213,66.8,16.197092331650147,53.86,9.92406569909732
0.5,0.5,113,271.32,28.536522563199597,58.8,10.878970539531762,120.0,0.0,37.96,4.590019607801256,98.81,21.411853726382493,38.77,12.500140799207024,95.78,20.97841080730378
0.5,0.5,114,243.95999999999998,16.253586681099037,171.8,33.916839475399236,120.0,0.0,77.81,15.154256167822952,53.65,16.897437675576732,51.73,15.697201024386484,60.77,18.230560057222597
0.5,0.5,115,267.25,12.448710776622612,123.0,38.893701289540445,120.0,0.0,59.84000000000001,15.468881019647155,64.78999999999999,11.706522967986693,90.71000000000001,17.108959056587864,51.910000000000004,13.26855229480594
0.5,0.5,116,291.18999999999994,34.9814562304087,102.0,42.66802081184455,116.0,3.5777087639996634,74.82000000000001,16.942494503466715,64.75,19.724370712395366,101.83,28.57518013941469,49.790000000000006,15.536739683730302
0.5,0.5,117,303.03999999999996,22.713693667037074,151.4,44.210948870161104,120.0,0.0,96.77,20.466331376189526,78.77,10.646601335637584,73.74,14.237846747314004,53.760000000000005,10.351129406977773
0.5,0.5,118,284.36,32.21456006218306,138.5,39.7158658472908,114.0,2.1908902300206643,67.94,29.7683536662678,86.75,5.858805338974832,64.75,30.45362047441979,64.91999999999999,19.634167158298315
0.5,0.5,119,304.41,29.824903688025543,56.8,8.65054911551862,116.0,3.5777087639996634,69.92999999999999,16.2788549965899,104.75999999999999,19.662178922998333,75.9,11.865108511935318,53.82000000000001,11.46693158608701
0.5,0.5,120,282.03000000000003,22.253743954669744,172.6,38.81401808625332,118.0,1.7888543819998317,73.84,14.934506352738948,73.72,14.840233151807286,67.75999999999999,12.217687178840356,66.71,17.42455393977131
0.5,0.5,121,286.09000000000003,17.841274618143174,156.8,41.96608154212161,116.0,3.5777087639996634,83.8,18.245108933629304,86.68,22.428127875504902,37.81,3.5434559401804333,77.8,22.24826734826782
0.5,0.5,122,311.77,27.40552353085049,168.8,38.87971193308922,120.0,0.0,109.65,21.672115725050936,74.58,30.5568571682364,66.83000000000001,12.780544589335777,60.709999999999994,12.036647373749885
0.5,0.5,123,337.09,31.668079828117136,89.4,18.754412814055257,120.0,0.0,103.67,20.294075982906932,84.8,28.058930842068808,74.88,18.836722644876414,73.74000000000001,21.881020999944216
0.5,0.5,124,401.66,37.895145863289656,223.2,23.341636617855226,120.0,0.0,103.57000000000001,34.82461370927178,115.65,35.69708111316666,124.67999999999999,20.206694930146295,57.760000000000005,12.166785935488466
0.5,0.5,125,276.82,16.599383121068083,73.2,26.368769406250266,120.0,0.0,33.849999999999994,3.5665669767999586,131.65,20.651551999789262,73.66999999999999,10.321488264780422,37.64999999999999,9.680960696129285
0.5,0.5,126,236.95000000000005,18.661832707427216,131.4,16.732244320472972,120.0,0.0,34.95,6.935445191189964,72.69000000000001,18.11338400189208,74.57,15.194252860868149,54.739999999999995,9.130864143113728
0.5,0.5,127,310.06000000000006,39.28558106990401,131.6,34.54689566372064,120.0,0.0,101.79,6.68210146585638,88.71000000000001,30.621640713717476,44.89,13.500432585661839,74.67,13.87957203951188
0.5,0.5,128,333.98,14.581773554681194,183.4,27.111030965273155,120.0,0.0,103.77000000000001,15.121948287175165,67.71000000000001,6.668813987509323,57.85999999999999,5.541757843861458,104.64000000000001,21.93814212735436
0.5,0.5,129,306.3,33.25370054595428,91.4,24.065909498707917,120.0,0.0,90.74000000000001,19.504678413139757,89.88,26.144646105847368,51.93000000000001,8.179053734998934,73.75,18.82818631732754
0.5,0.5,130,340.85,25.3267250152877,113.4,12.792497801445972,120.0,0.0,64.76,10.872307942658725,158.60999999999999,29.568007711037957,52.83,14.852835419541952,64.65,15.231598734210404
0.5,0.5,131,349.91999999999996,24.11316901612063,119.8,25.200634912636623,120.0,0.0,54.75,9.391687814232327,117.75,20.58505282966259,83.76000000000002,21.86929079782881,93.66,20.568079151928597
0.5,0.5,132,277.85,17.587398898074717,120.8,22.777884010592377,120.0,0.0,76.66,12.36361921121805,83.79999999999998,17.10977498390905,70.72999999999999,25.445143347994716,46.660000000000004,10.45919117331737
0.5,0.5,133,308.02,29.52754171955396,150.0,28.350661367946955,120.0,0.0,68.73999999999998,25.633261204926693,87.78999999999999,20.947923047404963,66.82000000000001,10.273544665790869,84.66999999999999,18.30806707438008
0.5,0.5,134,276.98,37.97316578848805,244.8,57.83244763971174,114.0,3.5777087639996634,95.78999999999999,26.829623180357938,70.62,10.015094607641009,76.71,14.400419438335815,33.86,13.420487323491646
0.5,0.5,135,297.67,19.123350124912736,185.8,18.267785853791914,120.0,0.0,71.75999999999999,18.147046040609474,99.66,30.877886585710492,50.65,12.744512544620921,75.6,22.50923810349875
0.5,0.5,136,292.14,26.04889786536083,152.4,41.78382462149677,120.0,0.0,71.82,10.76784658137364,42.74,23.712302292270145,48.809999999999995,12.249370596075538,128.77,20.518531136511694
0.5,0.5,137,306.3,16.64057090366794,128.4,37.78211216964981,120.0,0.0,84.85999999999999,12.387940910417678,86.8,13.128686149040197,98.78,9.069416739790933,35.86,11.161419264591757
0.5,0.5,138,341.26000000000005,33.72004567019445,142.6,39.2994656452222,120.0,0.0,114.74000000000001,18.53917689650757,111.76000000000002,16.8977655327561,55.910000000000004,16.84035272789736,58.85,19.06211425839222
0.5,0.5,139,234.4,13.50806425806451,211.4,53.56536194221037,112.0,3.346640106136302,57.85,5.895879917366024,62.85,16.343848995876094,61.89,11.068463307975502,51.81,20.990390182176224
0.5,0.5,140,304.38,17.04780689707624,125.2,29.881633154832755,118.0,1.7888543819998317,79.89,11.029101504655761,92.83000000000001,18.433841704864452,80.84,20.08294002381125,50.82,9.789561787945361
0.5,0.5,141,298.21999999999997,27.941691430548726,146.2,33.10758221314265,118.0,1.7888543819998317,78.8,11.39577992065484,57.720000000000006,16.88077367895204,115.87,25.681781869644478,45.83,12.114805817676153
0.5,0.5,142,319.03,36.169104495411545,141.8,38.16532457611228,116.0,3.5777087639996634,68.88000000000001,22.41951649790869,109.68999999999998,8.137682716842676,52.75,9.85121312326558,87.71,29.127503840871775
0.5,0.5,143,323.26,19.81445633874419,100.4,29.72487174068208,114.0,5.366563145999495,112.73999999999998,28.435778167653506,77.325,10.553465070771779,71.85,13.195552280977102,76.80999999999999,14.745591883678319
0.5,0.5,144,290.01000000000005,34.62143960034013,175.2,32.96228147443681,120.0,0.0,86.8,15.008677490038888,74.75,12.941630500056784,20.729999999999997,10.048448636481156,107.72999999999999,28.791077089959654
0.5,0.5,145,307.28000000000003,25.921391166370675,155.0,37.456107646150315,120.0,0.0,44.87,8.92530783782834,83.78999999999999,17.17906516664979,84.78999999999999,3.9853080182088823,93.83,16.82307700749182
0.5,0.5,146,281.71,22.549374270697626,74.8,18.370410991591886,118.0,1.7888543819998317,85.93999999999998,6.409733223777725,76.86999999999999,10.825189143844092,56.95,14.328314625244658,61.95,14.016461750384794
0.5,0.5,147,296.55999999999995,16.71166897709501,123.0,33.55353930660669,120.0,0.0,75.94,10.61815803235194,74.86,10.5433713773157,75.92,17.72152702224049,69.84,12.87329328493684
0.5,0.5,148,258.40999999999997,36.12937696667353,159.0,45.13092066421867,112.0,4.381780460041329,64.78999999999999,25.251235217311642,80.87,9.94755849442465,64.80000000000001,14.264662631832552,47.95,15.051930108793359
0.5,0.5,149,285.36,25.41494993109371,115.6,8.924572818908475,116.0,3.5777087639996634,53.89,12.19344414019271,95.72,13.32197883199039,63.83,8.178992603004357,71.92,15.254695014978175
0.5,0.5,150,305.64,20.859306795768646,131.2,54.534686209787615,118.0,1.7888543819998317,71.96000000000001,11.360117957134072,88.86,19.83043822006967,71.92,8.084906925871195,72.9,23.160755600800247
0.5,0.5,151,264.55000000000007,21.31342300054123,45.0,13.962807740565648,120.0,0.0,62.970000000000006,9.953708856501681,78.82000000000001,27.910387313686638,58.96,16.248220825678114,63.8,11.213554298258869
0.5,0.5,152,243.07,9.744460990737256,131.6,17.372622139446882,118.0,1.7888543819998317,77.87,29.766751922236992,74.69000000000001,14.399384709076982,47.64,16.755741702473212,42.87,13.79917823640234
0.5,0.5,153,321.16999999999996,17.981215754225296,128.8,40.19392988997219,120.0,0.0,81.85,18.03505475456063,92.72,23.55670010846171,84.77,10.968587876294741,61.830000000000005,10.407714446505535
0.5,0.5,154,364.23,40.959120107736695,132.0,32.39876540857691,120.0,0.0,152.74,17.252051472216284,65.92,11.681306433785563,65.8,21.212274748362088,79.77,22.74778494711078
0.5,0.5,155,322.02,21.303626921254516,181.4,39.48326227656474,116.0,3.5777087639996634,121.71,23.333642664616256,67.64000000000001,15.531293571367453,85.81,17.102557703454767,46.86,9.619598744230448
0.5,0.5,156,354.17999999999995,25.900311195041652,125.0,21.985449733858072,120.0,0.0,100.85,13.172289094914369,93.7,27.688661939501515,76.78999999999999,7.339719340683265,82.84,12.945017574341101
0.5,0.5,157,229.48000000000002,14.839876010263701,190.2,48.66325102168987,118.0,1.7888543819998317,63.86,14.31537215723014,59.79,20.460466270346824,54.98,11.308409260369029,50.849999999999994,18.812410797130706
0.5,0.5,158,333.21999999999997,15.751149799300368,191.8,50.34790958917758,114.0,3.5777087639996634,112.76000000000002,20.48828640955607,80.77000000000001,11.174619456607907,103.79,14.103151420870443,35.9,10.142179253000807
0.5,0.5,159,314.82000000000005,41.68745038977558,163.0,46.72643791259933,120.0,0.0,91.66,8.63004519107519,66.68,29.594883341550783,72.75999999999999,13.087057728916765,83.72,17.84573114220877
0.5,0.5,160,141.96,6.724007733487519,4.6,0.9633275663033836,120.0,0.0,35.989999999999995,3.2808657394047693,41.98,7.813841564813045,33.0,2.6832815729997477,30.99,3.578278915903566
5.0,5.0,1,74.27000000000001,4.364346457374802,67.2,5.949117581625027,74.0,2.1908902300206643,15.309999999999999,4.55371057490482,25.32,2.1983448319133196,23.31,3.5755670878896955,10.330000000000002,3.5735024835586726
5.0,5.0,2,119.44000000000001,28.238071463894272,26.4,8.991551590242919,72.0,8.67179335547152,30.389999999999997,7.935003465657718,28.3,2.2092985312084914,42.35,16.09293633865492,18.4,7.919659083571716
5.0,5.0,3,129.73,19.086050403370518,23.8,8.627398217307462,66.0,7.797435475847172,40.39,24.1500948238304,27.4,1.7890779748239036,48.47,13.364464822805287,13.469999999999999,2.617120555113959
5.0,5.0,4,154.07,14.093839789070968,28.6,7.486521221502013,70.0,5.656854249492381,27.479999999999997,8.659360253506028,28.5,0.9062008607367353,54.55999999999999,14.347162785721778,43.53,12.890086112978453
5.0,5.0,5,126.88999999999999,33.95140762913962,16.75,3.2615180514600866,60.0,4.0,40.46,24.038237872190212,21.44,3.3359676257421924,35.489999999999995,24.517060998414962,29.5,6.624243353017762
5.0,5.0,6,154.68,31.49820820300735,13.2,4.902244383953129,60.0,7.483314773547883,51.339999999999996,20.69223719175865,25.35,2.1910271563812254,74.41,31.460141131279112,3.5799999999999996,3.6160088495466933
5.0,5.0,7,143.0,35.56630427806633,13.25,6.011447413061184,50.0,5.656854249492381,39.37,28.39192349947428,19.54,2.8072905086577693,54.52,15.810759627544781,29.57,15.722694425574772
5.0,5.0,8,69.92999999999999,17.22817808127139,10.75,5.615825852000754,54.0,4.560701700396551,6.409999999999999,1.7868631732732083,30.379999999999995,3.5594831085425875,21.509999999999994,11.76408432475728,14.5375,5.6943255746400725
5.0,5.0,9,94.17,21.15519132506251,14.6,6.1292740190009445,58.0,7.155417527999327,34.459999999999994,15.344154587333898,25.400000000000002,2.2093437939804654,26.610000000000003,16.16957265978294,9.625,3.154698876279636
5.0,5.0,10,139.24,34.55256690898666,16.8,9.762786487473749,86.0,7.797435475847172,36.51,17.50702373334771,25.46,3.5800111731669215,50.56999999999999,19.897103306763018,33.375,13.312686618410273
5.0,5.0,11,70.58000000000001,7.591674387116455,6.0,1.5999999999999999,72.0,7.694153624668537,17.64,4.376446046737009,27.57,1.7822794393697075,17.669999999999998,1.7715304118191142,9.625,3.1701932117774776
5.0,5.0,12,109.35999999999999,19.359723138516213,26.8,17.105320809619442,92.0,3.346640106136302,33.64,6.028157264040146,21.48,1.782335546410944,42.55,17.985566435339194,14.6125,2.2417836090934378
5.0,5.0,13,103.38000000000002,5.963867872446539,6.25,2.7816362091402245,100.0,5.656854249492381,33.589999999999996,3.580039105931666,27.52,1.7933543988849499,25.59,2.2056472972803243,20.85,6.39435297743251
5.0,5.0,14,151.35,31.11372366014714,7.6,2.442949037536395,110.0,4.898979485566356,29.640000000000004,0.03286335345030983,29.51,0.00894427190999865,29.589999999999996,0.03847076812334278,78.26249999999999,31.05593491991506
5.0,5.0,15,120.58,14.907706731754551,13.4,7.373465942146882,104.0,5.366563145999495,29.659999999999997,0.026076809620810965,25.580000000000002,2.193061786635297,29.609999999999996,0.03577708763999671,44.662499999999994,13.869961923163308
5.0,5.0,16,113.42999999999999,6.247248994557525,29.0,15.056560032092323,110.0,4.898979485566356,33.58,2.5870678383065253,29.45,0.039999999999999675,29.629999999999995,0.04604345773288483,25.962500000000002,2.8779495739154286
5.0,5.0,17,110.33,9.489158023765858,11.0,5.703799902988649,104.0,6.06630035524124,27.52,4.142332676162068,23.45,2.1546693481831505,29.660000000000004,0.021908902300206565,37.125,7.9327564566170805
5.0,5.0,18,149.32999999999998,26.76345493392062,25.0,8.94427190999916,112.0,5.215361924162119,27.610000000000003,1.76897710556129,29.54,0.03286335345030983,29.540000000000003,0.026076809620810965,78.30000000000001,26.128853782743704
5.0,5.0,19,178.63000000000002,26.325434849209994,1.0,0.0,114.0,5.366563145999495,27.669999999999998,1.7713610586213078,29.709999999999997,0.026076809620810965,29.659999999999997,0.026076809620810965,114.4875,19.247099619163404
5.0,5.0,20,123.77000000000001,14.038601069907212,7.666666666666667,2.431277670508062,108.0,5.215361924162119,29.77,0.04381780460041333,27.609999999999996,1.7806403342618073,29.659999999999997,0.04774934554525349,45.9125,11.883406235166749
5.0,5.0,21,157.67000000000002,14.439962603829693,7.8,1.4254823744964369,110.0,6.928203230275509,35.76,7.798504984931407,27.76,1.7694292865215047,29.640000000000004,0.026076809620810527,80.6375,12.275782816179177
5.0,5.0,22,167.76,24.814876183450924,14.333333333333334,3.3928028399998595,112.0,5.215361924162119,35.739999999999995,5.357637539065143,29.830000000000002,0.017888543819998014,29.65,0.040000000000000036,90.67500000000001,23.757148924060733
5.0,5.0,23,200.52,28.369591466921054,8.25,3.2768124755621884,112.0,5.215361924162119,41.660000000000004,14.976437493609753,32.660000000000004,2.669958801180273,29.669999999999998,0.030331501776206072,120.6625,28.968294629646394
5.0,5.0,24,134.82999999999998,12.913431766962645,16.666666666666668,5.320818650462644,104.0,7.26636084983398,39.650000000000006,6.747251292192992,27.79,1.7755787788774677,29.68,0.050199601592044736,47.1375,16.25475603477333
5.0,5.0,25,176.81,23.76882580187755,21.75,10.65539769318818,114.0,5.366563145999495,27.669999999999998,11.489974760633723,29.79,0.03577708763999691,29.76,0.03286335345031043,111.98749999999998,18.87032309606807
5.0,5.0,26,181.81,22.28281580052216,11.2,3.681304116749932,112.0,5.215361924162119,66.61,15.965540391731185,29.8,0.04472135954999595,29.79,0.021908902300206565,69.5125,13.313924806382225
5.0,5.0,27,210.01,40.64050787084236,21.25,9.051933495115835,110.0,5.656854249492381,59.69,12.824339359202872,25.85,3.5666230526928406,29.810000000000002,0.026076809620810472,118.32499999999999,27.163433601074804
5.0,5.0,28,156.96999999999997,23.72373326439159,6.75,1.9072231122760648,106.0,5.366563145999495,36.85,8.15268054077921,25.79,3.5419599094286767,29.77,0.030331501776206256,80.7,16.14505342202372
5.0,5.0,29,207.75000000000006,47.62788468953875,34.25,9.56229574945264,114.0,5.366563145999495,56.629999999999995,18.14246179546756,29.82,0.017888543819998333,29.75,0.03162277660168424,114.43750000000001,26.37473874278189
5.0,5.0,30,175.91000000000003,32.727265085857695,34.5,14.537881551312763,108.0,5.215361924162119,49.72,16.271057740663327,25.8,3.5666510903086666,29.78,0.030331501776206072,88.26249999999999,28.54210212563188
5.0,5.0,31,176.98,21.67477612341128,38.8,14.451020725194466,112.0,5.215361924162119,37.739999999999995,8.613819129747268,30.74,0.8767439763123551,38.82,8.034246697730907,87.1,22.886742887532073
5.0,5.0,32,178.8,29.616066585554535,13.2,7.135264536091146,106.0,6.06630035524124,56.59000000000001,14.112876390020569,25.74,3.5532914318980366,29.79,0.032863353450309954,83.35000000000001,24.065416057072444
5.0,5.0,33,173.77000000000004,16.83089183614463,54.2,28.726851550422293,110.0,4.898979485566356,53.67,10.39482178779415,25.6,2.1642088623790445,29.8,0.03162277660168357,80.875,23.05379307185696
5.0,5.0,34,133.76999999999998,12.682173315327306,34.0,20.964732290205852,106.0,4.560701700396551,38.7,9.167507840192993,30.57,5.71952095896151,27.72,1.7832330189854606,45.975,7.232314636407903
5.0,5.0,35,181.81,10.824845495433179,73.25,40.085377633246765,108.0,6.572670690061993,66.64000000000001,12.910061192728715,35.65,10.423166505433938,27.78,1.773674152712386,64.675,13.465776063784812
5.0,5.0,36,153.06,15.696263249576313,51.0,30.101494979485654,114.0,5.366563145999495,50.779999999999994,8.865016638450262,29.720000000000006,0.030331501776206072,29.8,0.020000000000000285,53.45,5.564463136727569
5.0,5.0,37,149.01999999999998,23.220532293640467,43.5,18.640010729610644,108.0,5.215361924162119,50.71,16.84099403241982,25.78,3.5622071809483513,27.75,1.811297877214016,55.975,4.248779236439567
5.0,5.0,38,152.96999999999997,21.510074848777254,26.25,12.507497751348987,100.0,7.483314773547883,72.72999999999999,23.85010104800397,21.729999999999997,3.3195361121698914,27.74,1.7645055964773821,38.4625,12.898433771198734
5.0,5.0,39,213.58999999999997,25.9758595622936,57.0,17.393485370486655,110.0,8.94427190999916,91.56,18.374228691294768,25.55,3.555362147517465,29.75,0.020000000000000285,83.4125,23.387920894128232
5.0,5.0,40,175.51999999999998,13.285869184964907,24.0,9.086253353280437,106.0,4.560701700396551,70.59,15.376139957739719,26.55,5.217393985506558,29.71,0.026076809620810965,60.8375,12.049703056507242
5.0,5.0,41,156.76999999999998,33.72400806547169,16.0,4.147288270665544,110.0,8.94427190999916,36.7,6.261102139400059,25.72,3.5934551618184973,29.79,0.04335896677735769,80.69999999999999,24.95672754990125
5.0,5.0,42,111.19000000000001,15.349829966484968,23.5,10.0821624664553,108.0,5.215361924162119,33.81,2.5395038885577628,29.8,0.03741657386773938,29.919999999999998,0.017888543819998572,22.075,16.223073845606446
5.0,5.0,43,137.95,15.172053255904423,63.0,15.319921670818033,114.0,5.366563145999495,34.67,3.4038096303994436,29.74,0.062289646009589465,29.840000000000003,0.01673320053068124,54.625,14.25851061647043
5.0,5.0,44,114.12,5.554468471420106,29.0,8.848728722251575,114.0,5.366563145999495,23.71,3.587071228732432,29.849999999999994,0.037416573867739375,29.82,0.026832815729997274,38.425,4.549876371946825
5.0,5.0,45,129.27,14.326985726244024,8.5,2.6551836094703507,108.0,4.381780460041329,51.769999999999996,12.728979534903807,29.75,0.03162277660168379,32.9,2.683430640057611,18.5625,1.0492110130950794
5.0,5.0,46,140.17000000000002,19.262785883666986,16.333333333333332,8.75087297232555,110.0,4.898979485566356,32.83,2.7217126960794373,27.770000000000003,1.8046384679486362,29.859999999999996,0.02966479394838245,62.137499999999996,16.84615961428598
5.0,5.0,47,166.32,32.173870143332145,9.666666666666666,4.862555341016125,106.0,5.366563145999495,29.869999999999997,0.06099180272790723,21.900000000000002,4.363576514741091,29.890000000000004,0.026076809620810472,105.82500000000002,26.303581029966242
5.0,5.0,48,172.11999999999998,26.08733255815933,29.5,9.5420123663722,108.0,8.67179335547152,58.65999999999999,16.993895374516107,21.8,3.3467297470814694,29.869999999999997,0.03633180424916979,77.2375,16.510317796759693
5.0,5.0,49,140.69,25.106196047987833,20.0,8.156796756897485,114.0,5.366563145999495,32.92,2.7012811775155874,27.95,1.8112978772140156,29.96,0.01673320053068175,62.325,27.7440286368076
5.0,5.0,50,178.45,37.49982133290771,34.75,9.074001322459678,114.0,5.366563145999495,71.8,17.01072014936463,29.97,0.010954451150103477,29.95,0.03464101615137742,58.412499999999994,22.14545311683642
5.0,5.0,51,127.47,14.239624995062192,6.333333333333333,3.0623157540948935,112.0,5.215361924162119,27.880000000000003,1.7855307334235389,27.95,1.788910282825832,29.940000000000005,0.021908902300206368,52.125,13.764451496518124
5.0,5.0,52,106.6,9.263336332013429,107.33333333333333,8.841819822738856,112.0,5.215361924162119,31.880000000000003,2.2532465466521856,27.95,1.7778638868034864,29.939999999999998,0.032863353450309656,21.037499999999998,8.182150924420789
5.0,5.0,53,105.47,9.158412526196884,29.0,10.979981785048643,110.0,4.898979485566356,21.82,3.386372690652935,27.95,1.8002222085064945,29.869999999999997,0.022803508501982397,32.2875,4.818256297666201
5.0,5.0,54,107.7,6.5909635107471205,6.0,0.9486832980505137,112.0,5.215361924162119,27.9,9.978055922873954,29.97,0.010954451150103477,29.860000000000003,0.0328633534503097,24.9625,2.2305478587109486
5.0,5.0,55,122.74000000000001,9.29166723467861,7.0,1.673320053068151,108.0,5.215361924162119,43.89999999999999,12.78293393552513,27.99,1.7866393032730472,29.910000000000004,0.02607680962081031,26.175,2.902821902907583
5.0,5.0,56,156.63,22.47799190319278,32.666666666666664,17.558790138022353,104.0,7.26636084983398,85.75,21.284797391565654,25.97,2.189136816190345,27.97,1.7933543988849499,21.174999999999997,9.264212054999604
5.0,5.0,57,163.51,22.99796251844932,7.0,2.394437999475729,112.0,5.215361924162119,52.86,13.186010768993025,30.97,3.5710390644740926,29.96,0.01673320053068175,62.15,23.422814732649016
5.0,5.0,58,138.54,20.26044125876828,8.0,3.245509718570156,110.0,6.928203230275509,43.87,12.428077888394489,27.970000000000006,1.7822233305621378,27.939999999999998,1.7866393032730472,48.449999999999996,13.755698819034967
5.0,5.0,59,141.35,17.679338222908687,31.666666666666668,16.59852737778599,110.0,6.928203230275509,42.92,8.639289322623707,27.96,1.791111386821043,27.779999999999994,1.79563916196991,53.3625,9.436940380759008
5.0,5.0,60,167.3,23.12024653847791,10.75,3.0062435031114827,114.0,5.366563145999495,69.78,23.153615700360923,29.96,0.008944271909999286,29.7,0.03162277660168424,47.325,11.42611591924395
5.0,5.0,61,141.36999999999998,21.700666349216096,16.0,5.11207720338155,108.0,5.215361924162119,27.939999999999998,1.7761981871401624,29.880000000000003,0.017888543819998572,25.77,3.5714870852349443,72.225,21.233926273772354
5.0,5.0,62,150.38,25.180844306734432,27.0,5.366563145999495,108.0,6.572670690061993,39.91,6.1482745547023185,29.9,0.01581138830084156,29.79,0.032863353450309954,70.95,23.773309613934696
5.0,5.0,63,116.4,7.542267563538169,9.5,3.3090784215548594,108.0,7.155417527999327,36.95,3.023342521117976,23.95,3.560954928105662,29.630000000000003,0.04147288270665531,32.3375,1.888542758319228
5.0,5.0,64,125.43000000000002,13.277428967989247,14.0,6.4730209330729025,106.0,6.06630035524124,47.8,9.998279852054551,25.96,2.1854702011237763,29.74,0.01673320053068175,27.4125,7.175624972781116
5.0,5.0,65,182.3,8.199060921837331,9.25,2.7995535358338834,114.0,5.366563145999495,98.65,9.47333098756715,29.959999999999997,0.01673320053068175,29.71,0.0409878030638386,29.975,0.011180339887499106
5.0,5.0,66,148.35,14.743961475804255,64.25,45.90901327626199,104.0,9.20869154657707,63.839999999999996,14.88960980012572,25.909999999999997,3.5911669412601808,37.64,7.124147668317944,26.200000000000003,2.8918419735524967
5.0,5.0,67,121.64000000000001,10.977389489309374,15.75,7.116003091623837,110.0,4.898979485566356,33.91,3.5195852028328565,29.940000000000005,0.026076809620810472,29.879999999999995,0.017888543819997854,34.8875,9.134144390691445
5.0,5.0,68,111.59,12.431221983377176,19.666666666666668,9.304718038596214,112.0,5.215361924162119,19.88,7.011941243336256,29.939999999999998,0.03577708763999659,29.860000000000003,0.026076809620810257,39.887499999999996,7.671739942803066
5.0,5.0,69,139.7,29.476828187578114,46.333333333333336,26.14404542359715,110.0,5.656854249492381,59.90999999999999,26.763499023857094,25.97,3.571039064474092,29.860000000000003,0.026076809620810257,29.95,0.01581138830084212
5.0,5.0,70,148.56,29.154452147142116,78.0,32.19937887599697,104.0,7.26636084983398,35.95,5.3777504590674345,25.909999999999997,3.5577914497620573,29.860000000000003,0.026076809620810253,71.05,30.085656881643782
5.0,5.0,71,147.43,31.25878308571848,59.25,43.33171471335977,108.0,5.215361924162119,69.85999999999999,29.152109357643404,29.77,0.02280350850198308,29.82,0.026832815729997274,22.475,3.698023120533456
5.0,5.0,72,128.55,17.960679274459526,19.0,0.0,106.0,6.06630035524124,30.97,0.8900112358841326,29.859999999999996,0.026076809620810364,40.800000000000004,9.793998162139912,44.86666666666667,12.725425118417242
5.0,5.0,73,101.82000000000001,3.350480562546214,10.333333333333334,5.589673017667889,104.0,4.560701700396551,29.98,0.010954451150103477,29.99,0.008944271909999286,29.889999999999997,0.02607680962081031,14.95,2.224915728741203
5.0,5.0,74,110.65,8.027614838792402,4.0,0.0,108.0,6.572670690061993,29.96,0.01673320053068175,29.839999999999996,0.029664793948382496,29.889999999999997,0.01673320053068107,26.200000000000003,7.299880136002234
5.0,5.0,75,111.78,5.228529429964032,28.0,0.0,112.0,5.215361924162119,29.98,0.010954451150103477,27.939999999999998,1.7979098976311354,29.880000000000003,0.026832815729997697,29.975,0.011180339887499106
5.0,5.0,76,113.71,13.402562441563182,13.0,0.0,104.0,6.06630035524124,27.98,1.7844102667267971,29.93,0.02280350850198308,29.85,0.024494897427831546,32.4375,12.363811861638787
5.0,5.0,77,117.71,13.051324836965783,1.5,0.22360679774997896,114.0,5.366563145999495,39.95,8.91073509874466,29.879999999999995,0.03346640106136282,29.97,0.017888543819998572,22.3875,5.87080435289748
5.0,5.0,78,113.77000000000001,6.063672154726047,3.0,0.6324555320336759,112.0,5.215361924162119,31.96,1.7978542766308954,29.890000000000004,0.01673320053068141,29.929999999999996,0.010954451150103477,27.4875,1.9332857393567044
5.0,5.0,79,116.76000000000002,13.659204954901291,2.5,0.22360679774997896,104.0,7.26636084983398,35.94,5.335267565923943,21.889999999999997,5.223799383590452,29.95,0.01414213562373115,36.225,7.625639317460538
5.0,5.0,80,113.80999999999999,10.00541253522312,2.5,0.22360679774997896,108.0,6.572670690061993,29.99,0.008944271909999286,29.93,0.03898717737923564,29.95,0.020000000000000285,39.9,6.26130976713339
5.0,5.0,81,113.99000000000001,5.36433406864263,4.0,1.3416407864998738,114.0,5.366563145999495,30.0,0.0,29.99,0.008944271909999286,30.0,0.0,30.0,0.0
5.0,5.0,82,111.97999999999999,5.213072030962166,22.0,11.260550608207398,112.0,5.215361924162119,30.0,0.0,30.0,0.0,29.99,0.008944271909999286,27.4875,1.9332857393567042
5.0,5.0,83,109.95,5.674680607752299,16.2,9.475864076695062,114.0,5.366563145999495,30.0,0.0,25.95,3.6224301235496608,30.0,0.0,30.0,0.0
5.0,5.0,84,101.95,9.949904522154972,7.75,2.9559262507714905,100.0,9.38083151964686,26.0,2.1908902300206643,25.97,4.551078992942223,25.98,3.5732506209332695,30.0,0.0
5.0,5.0,85,105.97999999999999,7.790270855368251,100.0,28.174456516497347,106.0,7.797435475847172,29.99,0.008944271909999286,26.0,2.1908902300206643,29.99,0.008944271909999286,25.0,3.872983346207417
5.0,5.0,86,107.97999999999999,6.565372799773064,10.333333333333334,4.9575979846875216,108.0,6.572670690061993,30.0,0.0,29.98,0.010954451150103477,30.0,0.0,30.0,0.0
