episode_id,player_0_ball_avg,player_1_ball_avg,player_2_ball_avg,player_3_ball_avg,total_ball_avg_reward
143,20.0,37.5,52.5,45.0,155.0
144,32.5,50.0,72.5,25.0,180.0
145,26.25,51.25,41.25,37.5,156.25
146,37.5,43.75,63.75,50.0,195.0
147,53.75,23.75,75.0,21.25,173.75
148,37.5,52.5,63.75,46.25,200.0
149,23.75,71.25,56.25,35.0,186.25
150,40.0,46.25,63.75,61.25,211.25
151,42.5,37.5,63.75,60.0,203.75
152,53.75,11.25,60.0,42.5,167.5
153,33.75,27.5,56.25,40.0,157.5
154,43.75,23.75,60.0,55.0,182.5
155,47.5,36.25,45.0,35.0,163.75
156,67.5,33.75,41.25,36.25,178.75
157,48.75,47.5,52.5,32.5,181.25
158,35.0,27.5,78.75,42.5,183.75
159,67.5,11.25,75.0,41.25,195.0
160,40.0,23.75,75.0,41.25,180.0
161,41.25,23.75,63.75,87.5,216.25
162,56.25,15.0,56.25,73.75,201.25
163,67.5,27.5,60.0,65.0,220.0
164,56.25,22.5,67.5,41.25,187.5
165,45.0,36.25,52.5,52.5,186.25
166,48.75,37.5,48.75,60.0,195.0
167,56.25,37.5,52.5,27.5,173.75
168,63.75,26.25,52.5,51.25,193.75
169,48.75,38.75,56.25,47.5,191.25
170,53.75,35.0,41.25,60.0,190.0
171,48.75,20.0,60.0,35.0,163.75
172,56.25,42.5,56.25,40.0,195.0
173,63.75,17.5,52.5,42.5,176.25
174,48.75,10.0,45.0,42.5,146.25
175,78.75,15.0,33.75,40.0,167.5
176,60.0,35.0,33.75,35.0,163.75
177,52.5,25.0,60.0,41.25,178.75
178,48.75,31.25,60.0,55.0,195.0
179,45.0,28.75,60.0,50.0,183.75
180,86.25,30.0,63.75,42.5,222.5
181,56.25,22.5,56.25,61.25,196.25
182,60.0,30.0,63.75,50.0,203.75
183,71.25,33.75,71.25,42.5,218.75
184,48.75,22.5,75.0,47.5,193.75
185,50.0,33.75,71.25,57.5,212.5
186,52.5,42.5,42.5,41.25,178.75
187,67.5,33.75,56.25,43.75,201.25
188,37.5,48.75,78.75,45.0,210.0
189,52.5,52.5,56.25,51.25,212.5
190,82.5,45.0,67.5,38.75,233.75
191,48.75,56.25,75.0,32.5,212.5
192,67.5,41.25,45.0,45.0,198.75
193,60.0,51.25,56.25,36.25,203.75
194,67.5,48.75,48.75,51.25,216.25
195,56.25,41.25,60.0,43.75,201.25
196,56.25,52.5,41.25,63.75,213.75
197,57.5,51.25,67.5,48.75,225.0
198,56.25,67.5,56.25,45.0,225.0
199,47.5,48.75,63.75,55.0,215.0
200,46.25,52.5,86.25,58.75,243.75
201,60.0,60.0,67.5,66.25,253.75
202,67.5,52.5,52.5,41.25,213.75
203,38.75,56.25,67.5,45.0,207.5
204,56.25,45.0,90.0,42.5,233.75
205,60.0,63.75,56.25,53.75,233.75
206,52.5,52.5,52.5,56.25,213.75
207,48.75,52.5,60.0,60.0,221.25
208,48.75,48.75,90.0,53.75,241.25
209,52.5,37.5,67.5,61.25,218.75
210,48.75,60.0,67.5,62.5,238.75
211,67.5,48.75,78.75,32.5,227.5
212,37.5,56.25,60.0,70.0,223.75
213,82.5,56.25,60.0,30.0,228.75
214,48.75,60.0,75.0,51.25,235.0
215,67.5,60.0,52.5,36.25,216.25
216,63.75,71.25,60.0,23.75,218.75
217,82.5,60.0,60.0,12.5,215.0
218,67.5,48.75,63.75,45.0,225.0
219,42.5,30.0,71.25,31.25,175.0
220,48.75,48.75,90.0,37.5,225.0
221,56.25,30.0,67.5,43.75,197.5
222,71.25,30.0,90.0,38.75,230.0
223,78.75,41.25,60.0,46.25,226.25
224,67.5,30.0,52.5,41.25,191.25
225,56.25,56.25,60.0,52.5,225.0
226,78.75,48.75,60.0,31.25,218.75
227,75.0,63.75,52.5,43.75,235.0
228,41.25,41.25,67.5,42.5,192.5
229,75.0,56.25,67.5,57.5,256.25
230,52.5,40.0,41.25,103.75,237.5
231,71.25,23.75,86.25,36.25,217.5
232,56.25,56.25,63.75,47.5,223.75
233,78.75,56.25,56.25,27.5,218.75
234,52.5,52.5,90.0,40.0,235.0
235,75.0,71.25,63.75,58.75,268.75
236,56.25,60.0,71.25,65.0,252.5
237,60.0,41.25,67.5,75.0,243.75
238,67.5,48.75,75.0,46.25,237.5
239,63.75,48.75,82.5,60.0,255.0
240,52.5,60.0,67.5,68.75,248.75
241,63.75,67.5,67.5,43.75,242.5
242,82.5,60.0,56.25,46.25,245.0
243,90.0,60.0,60.0,35.0,245.0
244,52.5,63.75,48.75,30.0,195.0
245,78.75,60.0,71.25,50.0,260.0
246,42.5,75.0,63.75,60.0,241.25
247,97.5,52.5,67.5,45.0,262.5
248,61.25,60.0,52.5,35.0,208.75
249,78.75,63.75,67.5,18.75,228.75
250,22.5,7.5,10.0,8.75,48.75
