episode_id,player_0,player_1,player_2,player_3,total_avg
1,14.0,11.0,12.5,14.0,51.5
2,15.5,18.5,16.5,18.25,68.75
3,31.25,28.5,28.5,33.5,121.75
4,32.5,31.5,50.0,37.75,151.75
5,34.25,34.5,65.25,58.5,192.5
6,48.75,34.5,59.25,59.25,201.75
7,47.75,47.25,64.5,56.5,216.0
8,46.25,52.0,60.0,61.5,219.75
9,50.25,52.5,65.25,57.75,225.75
10,55.0,51.75,64.5,50.75,222.0
11,52.0,58.5,66.0,67.5,244.0
12,55.0,56.0,55.5,61.5,228.0
13,73.0,60.0,58.5,63.0,254.5
14,70.5,56.5,60.0,58.75,245.75
15,63.0,63.0,68.5,75.75,270.25
16,63.0,61.5,69.0,64.25,257.75
17,62.25,54.75,78.0,70.0,265.0
18,70.75,61.0,70.25,71.25,273.25
19,63.0,72.75,64.0,64.25,264.0
20,71.75,57.75,72.5,56.0,258.0
21,63.0,63.0,70.75,66.75,263.5
22,61.5,56.25,80.25,75.0,273.0
23,61.5,60.75,84.75,81.0,288.0
24,55.5,69.75,75.0,71.25,271.5
25,68.25,56.25,75.75,86.25,286.5
26,63.0,69.75,68.25,69.75,270.75
27,75.75,64.0,69.0,71.25,280.0
28,78.0,57.75,73.75,75.75,285.25
29,69.0,66.0,70.5,86.25,291.75
30,66.75,74.25,80.25,82.5,303.75
31,72.75,65.25,72.75,68.25,279.0
32,72.0,75.0,66.75,60.75,274.5
33,72.0,65.25,81.0,72.75,291.0
34,64.5,66.0,78.0,64.5,273.0
35,64.25,63.0,79.5,74.25,281.0
36,63.0,68.25,71.25,72.0,274.5
37,75.75,66.75,77.25,68.25,288.0
38,66.0,63.0,79.5,71.0,279.5
39,68.25,67.5,69.0,65.25,270.0
40,62.25,66.0,66.75,75.75,270.75
41,63.75,68.25,64.5,68.25,264.75
42,71.25,63.75,81.75,69.75,286.5
43,66.75,65.25,62.25,83.25,277.5
44,69.75,65.25,69.0,71.25,275.25
45,62.25,71.25,72.75,75.0,281.25
46,65.25,65.25,75.0,69.75,275.25
47,70.5,66.0,68.25,73.5,278.25
48,70.5,75.0,68.25,65.25,279.0
49,64.5,64.5,69.0,75.0,273.0
50,69.0,67.5,69.75,72.75,279.0
51,69.0,70.0,65.25,80.25,284.5
52,65.25,63.0,78.0,81.75,288.0
53,69.0,65.25,78.0,69.75,282.0
54,61.5,73.5,70.5,75.75,281.25
55,59.25,63.0,66.75,69.75,258.75
56,69.75,63.75,69.0,66.75,269.25
57,70.5,69.0,74.25,66.75,280.5
58,69.0,69.0,77.25,62.5,277.75
59,62.25,64.5,67.5,69.0,263.25
60,71.25,67.5,67.5,68.25,274.5
61,78.75,67.5,63.0,75.0,284.25
62,56.25,61.5,76.75,66.75,261.25
63,54.75,66.75,71.25,78.75,271.5
64,55.5,60.75,69.75,81.0,267.0
65,35.25,33.0,36.75,30.75,135.75
66,42.75,33.0,32.25,43.5,151.5
67,48.0,27.0,31.5,34.5,141.0
68,30.75,36.75,26.25,42.75,136.5
69,36.75,42.75,30.75,39.0,149.25
70,37.5,28.5,41.25,31.5,138.75
71,29.25,33.75,34.5,36.0,133.5
72,33.0,31.5,44.25,42.0,150.75
73,38.25,33.0,35.25,38.25,144.75
74,39.0,33.75,33.0,43.5,149.25
75,34.5,38.25,42.75,36.75,152.25
76,30.75,35.25,38.25,37.5,141.75
77,36.75,32.25,30.0,27.0,126.0
78,33.75,32.25,36.0,35.25,137.25
79,36.75,36.0,34.25,32.25,139.25
80,33.0,42.75,33.0,40.5,149.25
