episode_id,total_score,total_sem,ball_score,ball_sem,p0_total,p0_ball,p1_total,p1_ball,p2_total,p2_ball,p3_total,p3_ball
47,981.94,7.393763137491851,977.5,8.80814017448254,234.17499999999998,248.75,227.20000000000002,224.25,270.71500000000003,245.25,249.84999999999997,259.25
48,960.8299999999999,15.77063621629344,956.5,18.186533479473212,232.39,215.75,213.99499999999998,239.75,277.11,233.0,237.335,268.0
49,984.405,12.731900552025506,981.0,10.303721010715822,277.315,250.5,252.4,229.5,234.01500000000001,252.25,220.675,248.75
50,985.2599999999999,9.126043319350726,975.75,10.451275839181868,282.17,250.5,251.01,233.0,214.09999999999997,240.0,237.98,252.25
51,959.5250000000001,12.880171776804852,953.0,14.288690166235206,229.61,233.0,255.305,231.25,234.12,222.5,240.49,266.25
52,974.6049999999999,20.112288739308962,965.25,20.878118529535495,301.725,240.0,208.12000000000003,210.25,246.01,268.0,218.75,247.0
53,975.755,8.086883928106452,965.25,7.215434844830906,247.67,243.5,229.44,245.25,239.15,231.25,259.495,245.25
54,945.31,13.698594818447614,937.25,14.395456459128576,203.20000000000002,227.75,262.46000000000004,229.5,189.29999999999998,201.5,290.35,278.5
55,976.48,7.641548708649807,963.5,7.285830998131464,290.925,250.5,237.85000000000005,213.75,261.505,261.0,186.2,238.25
56,966.03,10.011015599495064,953.0,11.067971810589327,279.945,238.25,203.475,219.25,284.595,246.75,198.015,248.75
57,970.4499999999999,9.092141295279879,960.0,7.560864148142503,244.915,229.5,234.37,210.25,254.37499999999997,245.25,236.78999999999996,275.0
58,948.63,11.552599995960527,940.75,11.912003749719581,246.20000000000002,212.0,244.825,238.25,239.59000000000003,224.25,218.01500000000004,266.25
59,974.06,11.935077153779385,967.0,11.067971810589327,299.225,266.25,265.575,240.0,216.7,240.0,192.55999999999997,220.75
60,979.96,10.793115089413867,979.25,5.977387946809766,290.78000000000003,289.0,238.56,212.0,222.49,238.25,228.13,240.0
61,936.0150000000001,5.0382098341904396,921.5,3.5,242.61,238.25,197.10999999999999,215.5,242.865,222.5,253.43,245.25
62,958.9200000000001,9.301684435269394,949.5,10.103629710818451,289.275,275.0,256.905,245.25,274.72999999999996,250.5,138.01,178.75
63,950.655,16.565847146061255,940.75,16.260253175560745,281.98,262.75,207.28999999999996,233.0,239.79500000000002,231.25,221.59,213.75
64,939.4699999999999,12.743232190722528,926.75,11.912003749719581,296.05499999999995,268.0,216.95499999999998,215.5,202.60999999999999,208.5,223.84999999999997,234.75
65,966.135,2.6227387085512937,958.25,3.3509948771471834,222.14499999999998,241.75,249.005,252.25,263.89,234.75,231.095,229.5
66,963.4949999999999,8.1879357390411,956.5,8.331666499966659,241.57,261.0,178.655,177.0,290.93,276.75,252.34,241.75
67,980.2750000000001,16.852409076053977,967.0,22.319647547993824,213.04999999999998,222.5,303.46000000000004,268.0,209.44,227.75,254.325,248.75
68,987.0550000000001,6.850846054807129,977.5,6.701989754294367,239.02499999999998,243.5,259.96,238.25,311.03,268.0,177.04000000000002,227.75
69,981.36,15.054020503949562,967.0,17.38294183004323,250.455,257.5,234.18,231.25,270.48,222.5,226.245,255.75
70,955.335,12.165602807369066,942.5,12.291596044994863,263.01,257.5,184.19,222.5,275.64,254.0,232.495,208.5
71,953.51,10.04309879137576,940.75,10.451275839181868,196.90999999999997,219.0,243.61,247.0,291.03000000000003,238.25,221.95999999999995,236.5
72,941.55,10.658469245940845,933.75,9.638248457750679,263.555,238.25,212.67,234.75,212.71,234.75,252.615,226.0
73,948.0699999999999,17.118556208590334,939.0,18.520259177452136,222.795,242.5,186.35999999999996,171.0,311.495,304.75,227.41999999999996,220.75
74,975.46,5.078477462127135,965.25,1.75,219.06,257.5,268.135,236.5,255.675,262.75,232.59000000000003,208.5
75,978.915,4.964738160265844,968.75,4.40407008724127,256.125,273.25,254.00500000000002,222.5,212.42499999999998,220.75,256.36,252.25
76,966.38,16.740931873704053,951.25,20.08056689106826,261.1,255.75,239.98,243.5,298.84000000000003,226.0,166.45999999999998,226.0
77,983.0250000000001,13.976397664157448,970.5,13.555441711725958,196.815,227.75,284.345,245.25,250.655,262.75,251.20999999999998,234.75
78,970.1700000000001,6.3209782998098065,963.5,6.06217782649107,235.115,234.75,227.15499999999997,224.25,219.195,248.75,288.70500000000004,255.75
79,973.605,7.658313021373148,963.5,9.260129588726068,269.625,259.25,255.94,212.0,292.87,266.25,155.16999999999996,226.0
80,992.9749999999999,8.849423239209804,982.75,11.912003749719581,284.21000000000004,266.25,226.10499999999996,255.75,277.76,213.75,204.89999999999998,247.0
81,960.8300000000002,16.350723735256093,949.5,16.78541033159452,199.34,227.75,275.255,213.75,241.82000000000002,254.0,244.41500000000002,254.0
82,984.645,7.380399153614015,970.5,7.285830998131464,261.32500000000005,226.0,268.44000000000005,241.75,239.19,248.75,215.69,254.0
83,1004.875,9.131773741539302,996.75,11.205467415507485,262.6,252.25,228.43,233.0,247.555,247.0,266.28999999999996,264.5
84,1002.22,13.611649422461571,996.75,16.754974385735917,260.79499999999996,250.5,248.91,234.75,241.49,261.0,251.02499999999998,250.5
85,978.7450000000001,6.73535633801213,975.75,7.760745239129208,257.5,238.25,242.905,240.0,257.13,259.25,221.21,238.25
86,969.8549999999999,7.609425624403816,967.0,8.573214099741124,234.73,233.0,235.345,236.5,222.93499999999997,231.25,276.845,266.25
87,975.95,4.838584503757275,970.5,6.701989754294367,295.17,261.0,205.26500000000001,205.0,251.195,247.0,224.32,257.5
88,1003.88,4.312563043017469,993.25,4.40407008724127,309.125,275.0,189.90999999999997,229.5,233.74499999999998,238.25,271.1,250.5
89,987.7650000000001,3.6185206461573047,981.0,2.857738033247041,265.175,261.0,262.145,250.5,228.17,245.25,232.27499999999998,224.25
90,979.26,6.688353060856395,968.75,5.25,216.875,219.0,220.35,231.25,284.78,259.25,257.255,259.25
91,975.3149999999999,12.685917060530798,972.25,10.451275839181868,261.64,240.0,234.40499999999997,254.0,218.67499999999998,229.5,260.59499999999997,248.75
92,977.9849999999999,8.870025836114166,967.0,8.573214099741124,258.47499999999997,241.75,233.82,220.75,252.235,250.5,233.455,254.0
93,555.3399999999999,14.517217364219636,555.75,14.395456459128576,158.84,154.25,147.64999999999998,145.5,144.15999999999997,129.75,104.69000000000001,126.25
