episode_id,total_score,total_sem,ball_score,ball_sem,p0_total,p0_ball,p1_total,p1_ball,p2_total,p2_ball,p3_total,p3_ball
1,62.44500000000002,2.9137189866789384,102.5,7.88986691902975,21.780000000000005,29.25,5.275000000000006,25.0,6.905000000000003,16.0,28.485000000000007,32.25
2,79.94000000000005,12.305405316364011,84.75,10.05298463144155,39.70000000000001,22.5,-12.089999999999977,19.25,16.795000000000012,12.5,35.535000000000025,30.5
3,100.63000000000004,14.782470474630868,110.5,13.580009818356784,25.04500000000002,30.25,7.750000000000004,21.0,25.455000000000005,33.25,42.38000000000001,26.0
4,125.995,3.9841969077845496,133.5,4.2130748865881795,41.01,36.25,34.934999999999995,19.25,23.575000000000003,31.0,26.475000000000012,47.0
5,245.00500000000002,12.424192462020768,256.5,11.6081867662439,36.915,49.25,54.58,56.25,84.795,82.5,68.715,68.5
6,528.76,14.109956295703643,534.75,13.816505829381514,115.83500000000001,119.25,135.35,141.75,119.08,130.0,158.495,143.75
7,678.4899999999999,49.257514147589724,681.75,49.280447441150535,194.51,187.5,200.62499999999997,201.5,122.595,126.25,160.76,166.5
8,601.98,32.189175199125565,606.5,32.64582668581085,177.415,171.0,150.205,141.0,105.55000000000003,124.5,168.81,170.0
9,713.02,32.20915294343105,715.0,31.693847983480957,205.85500000000002,198.75,200.23499999999999,198.0,149.78,150.75,157.15,167.5
10,736.5449999999998,21.78055153112518,737.75,21.834128484248385,232.695,215.5,170.46,185.75,184.17499999999998,172.0,149.215,164.5
11,780.21,40.223098256267306,781.5,40.05933099790859,189.65500000000003,182.5,172.19,187.5,201.42999999999998,189.25,216.935,222.25
12,793.2049999999999,38.08194443127431,794.75,37.98108081663817,150.48499999999999,153.5,267.17999999999995,257.5,168.055,156.0,207.485,227.75
13,767.155,10.196575814131588,764.0,12.12435565298214,159.725,146.5,206.695,185.75,176.84499999999997,193.5,223.89,238.25
14,815.45,18.586368660929956,816.5,18.630172659783195,181.41500000000002,189.25,212.06,217.25,194.58,187.5,227.39500000000004,222.5
15,883.7299999999999,3.4281238795197444,884.75,3.3509948771471834,211.93999999999997,199.75,208.265,208.5,230.22999999999996,233.0,233.29500000000002,243.5
16,814.1099999999999,18.89591225635853,816.5,19.276496915501358,217.99,219.0,251.045,254.0,176.85,177.25,168.225,166.25
17,820.08,31.796533354020436,821.75,31.483792126531814,186.375,191.0,277.43,285.5,217.39499999999998,198.0,138.88,147.25
18,894.525,26.321765866547302,897.0,26.19160170741759,202.76999999999998,191.0,249.72499999999997,245.25,197.12499999999997,210.25,244.905,250.5
19,884.015,16.65369303387889,884.75,17.932163840429297,229.405,236.5,231.23999999999998,229.5,199.20999999999998,205.0,224.16,213.75
20,877.985,13.265226157137272,881.25,13.212210261723811,204.39999999999998,210.25,259.77,250.5,217.22999999999996,215.5,196.585,205.0
21,906.4749999999999,10.102961199569151,904.0,10.303721010715822,218.94,231.25,239.99999999999997,255.75,227.6,191.0,219.93499999999997,226.0
22,788.4999999999999,25.136238116843728,792.0,24.91318258807306,253.93,252.25,166.78499999999997,175.25,176.33999999999997,182.25,191.445,182.25
23,902.3,7.749722575679753,905.75,7.760745239129208,221.89499999999998,210.25,238.91500000000002,234.75,234.79000000000002,238.25,206.7,222.5
24,927.21,9.16617877489489,925.0,7.560864148142503,260.64,245.25,212.005,224.25,221.76,219.0,232.805,236.5
25,938.045,3.6032057485892373,935.5,2.0207259421636903,207.34000000000003,238.25,238.33499999999998,233.0,241.28500000000003,217.25,251.08499999999998,247.0
26,877.025,8.873865655207235,870.75,10.451275839181868,258.345,206.75,222.69,222.5,195.16,234.75,200.83,206.75
27,912.15,24.561477289989455,905.75,23.97350968604027,176.83499999999998,184.0,232.56499999999997,243.5,242.88,231.25,259.87,247.0
28,938.8400000000001,8.845413123949227,937.25,7.760745239129208,259.735,250.5,211.33499999999998,217.25,227.855,222.5,239.915,247.0
29,946.105,28.822982005106034,940.75,29.474211892206153,251.95999999999998,227.75,185.52499999999998,210.25,272.63500000000005,261.0,235.985,241.75
30,943.0,5.864355605406894,940.75,3.3509948771471834,204.485,224.25,261.3,234.75,275.67,250.5,201.54499999999996,231.25
31,932.0699999999999,7.901360642319767,923.25,7.760745239129208,281.95000000000005,259.25,212.54,254.0,232.14499999999998,203.25,205.43499999999997,206.75
32,928.5699999999999,15.161276331496643,926.75,14.95200655430568,225.38,201.5,227.29000000000002,243.5,217.70999999999998,240.0,258.19,241.75
33,949.45,17.328655458517275,942.5,16.2916133843971,177.43,199.75,221.605,236.5,244.95999999999998,234.75,305.45500000000004,271.5
34,961.28,10.985059550741319,956.5,10.881942228603618,204.72499999999997,229.5,257.57,234.75,200.18999999999997,205.0,298.795,287.25
35,958.2449999999999,27.460210456828886,956.5,25.640137805141894,279.7,250.5,243.97000000000003,269.75,225.16500000000002,226.0,209.41,210.25
36,960.96,5.714373689798982,958.25,5.25,194.49499999999998,224.25,279.75,268.0,247.115,224.25,239.59999999999997,241.75
37,941.8799999999999,11.947794775606068,937.25,11.912003749719581,244.20499999999998,236.5,252.53999999999996,234.75,210.86999999999998,229.5,234.265,236.5
38,936.24,11.540618123249129,928.5,11.6081867662439,225.91500000000002,250.5,250.95499999999998,215.5,224.74,229.5,234.63,233.0
39,938.42,3.219140672084172,932.0,0.0,238.48000000000002,220.75,191.64499999999998,215.5,246.795,255.75,261.49999999999994,240.0
40,910.81,11.439109813850644,902.25,11.564132767599421,279.495,224.25,195.20499999999998,205.0,187.96499999999997,219.0,248.14499999999995,254.0
41,934.0500000000001,5.954608859250694,930.25,9.204844738868042,228.625,247.0,251.82999999999998,236.5,193.685,199.75,259.90999999999997,247.0
42,956.9599999999998,14.62705028363542,946.0,14.849242404917497,270.355,248.75,246.68999999999997,219.0,235.35499999999996,236.5,204.55999999999997,241.75
43,923.2299999999999,4.6973361245142575,912.75,5.977387946809766,227.95499999999996,236.5,242.775,201.5,229.82,208.5,222.68,266.25
44,901.1600000000001,11.485756396511313,893.5,14.711106915071573,226.325,222.5,169.69,191.0,257.79499999999996,236.5,247.35,243.5
45,927.8149999999999,9.960121736203833,912.75,10.05298463144155,249.405,224.25,160.90499999999997,217.25,270.90500000000003,217.25,246.59999999999997,254.0
46,912.37,6.288213842843906,895.25,7.760745239129208,210.45000000000002,233.0,261.38,210.25,238.57999999999998,222.5,201.95999999999998,229.5
47,934.06,19.70121485255837,921.5,21.09699820669598,234.80499999999998,234.75,233.03999999999996,224.25,225.89,208.5,240.325,254.0
48,920.475,25.040635475163228,912.75,25.29945651590168,221.255,231.25,254.685,247.0,252.795,236.5,191.73999999999998,198.0
49,921.895,14.417309908578643,912.75,16.007159856347617,261.925,250.5,209.93499999999997,217.25,232.97499999999997,233.0,217.06,212.0
50,952.24,12.601618943611959,940.75,11.564132767599421,252.45499999999998,234.75,261.84499999999997,233.0,251.89000000000001,247.0,186.05,226.0
51,944.29,15.60340667931208,935.5,14.711106915071573,237.485,243.5,229.67499999999998,234.75,229.32999999999996,220.75,247.79999999999998,236.5
52,951.2749999999999,14.300956553088804,928.5,12.938959257477652,244.44000000000003,233.0,225.865,229.5,240.22999999999996,236.5,240.74,229.5
53,931.235,12.476108835156312,921.5,12.938959257477652,253.575,252.25,233.30000000000004,220.75,254.62500000000003,234.75,189.735,213.75
54,941.545,11.859537301260968,932.0,13.705230145215852,275.95500000000004,252.25,271.745,233.0,168.70499999999998,201.5,225.14000000000001,245.25
55,939.31,16.727585002025837,932.0,14.0,300.845,273.25,231.45999999999998,219.0,202.83999999999995,224.25,204.165,215.5
56,940.0500000000001,16.41422249148587,932.0,15.911211979816832,294.605,252.25,212.32,248.75,250.82500000000005,205.0,182.3,226.0
57,909.2649999999999,14.020186339703193,895.25,14.95200655430568,210.13499999999996,231.25,266.165,243.5,193.15499999999997,194.5,239.80999999999997,226.0
58,941.3800000000001,18.58896984773494,928.5,21.48061141277563,252.81,266.25,243.475,226.0,225.505,241.75,219.59000000000003,194.5
59,922.37,14.272419790164074,914.5,13.555441711725958,232.255,199.75,245.38000000000002,271.5,207.82500000000005,210.25,236.91000000000003,233.0
