episode_id,total_score,total_sem,p0_total,p1_total,p2_total,p3_total
1,155.34999999999994,61.04668636925895,55.42499999999998,37.18749999999998,43.01249999999999,19.724999999999984
2,184.29999999999993,41.35604046972261,42.26249999999998,30.587499999999977,15.612499999999983,95.83749999999998
3,332.1625,16.71986561698389,115.62499999999999,61.3625,83.94999999999999,71.225
4,377.5624999999999,36.22527533251704,69.02499999999998,124.49999999999999,22.01249999999998,162.025
5,399.3749999999999,62.883905929895946,132.93749999999997,105.96249999999998,-21.837500000000016,182.31249999999994
6,538.3,29.906980790444237,108.875,132.31249999999997,142.7875,154.325
7,562.3499999999999,31.879172929463934,118.1875,80.42499999999998,242.36249999999998,121.37499999999997
8,494.94999999999993,137.99087379243602,151.375,123.23749999999998,40.47499999999998,179.86249999999995
9,559.7749999999999,65.86156093149732,164.92499999999998,154.1,175.93749999999997,64.81249999999997
10,557.8249999999999,40.3173168956798,106.22499999999998,198.56249999999997,177.35,75.68749999999997
11,548.6874999999999,57.44992883299914,133.4375,105.94999999999999,148.87499999999997,160.425
12,669.55,45.31350516126512,217.125,72.19999999999997,182.66250000000002,197.5625
13,463.58749999999986,35.91730882063225,122.71249999999998,105.38749999999999,127.81249999999999,107.67499999999998
14,417.7125,44.40756492892473,65.7,141.3875,69.78749999999998,140.83749999999998
15,310.17499999999995,53.872165432005175,112.68749999999997,83.5,69.06249999999997,44.925
16,375.3124999999999,72.3789978026545,44.84999999999999,220.83749999999998,64.11249999999995,45.51249999999997
17,435.8499999999999,32.191231984294554,51.01249999999999,133.08749999999995,172.825,78.92499999999998
18,339.73749999999995,84.9241337287778,-54.65000000000002,230.86249999999995,163.16249999999997,0.36249999999999005
19,413.7499999999999,44.264437381115165,55.39999999999997,188.375,232.41249999999997,-62.43750000000002
20,289.5374999999999,45.2660854236738,3.9249999999999687,301.775,120.13749999999999,-136.3
21,103.28749999999985,117.56282252303798,-108.95000000000003,303.9124999999999,96.17499999999998,-187.85000000000002
22,341.9374999999999,59.86554857553718,-19.62500000000003,319.01249999999993,182.84999999999997,-140.29999999999998
23,260.1249999999999,24.150720313619352,-159.6125,386.59999999999997,171.46249999999998,-138.32500000000002
24,291.38749999999993,88.52055169799084,-17.762500000000035,189.0,159.975,-39.82500000000001
25,324.4874999999999,40.011411783598255,2.3999999999999613,37.87499999999997,115.83749999999998,168.37499999999997
26,151.24999999999991,46.0287364950781,62.624999999999964,-9.262500000000014,-1.1000000000000227,98.98749999999998
27,183.16249999999997,95.5777789180972,-24.925000000000004,-32.65000000000001,46.44999999999999,194.28749999999997
28,208.49999999999994,28.358787585743734,60.18749999999997,-17.625000000000014,68.57499999999999,97.3625
29,247.47499999999997,40.1389747211693,1.3624999999999936,24.974999999999994,-13.800000000000011,234.9375
30,260.5875,68.74188247531485,112.5625,35.24999999999997,-8.375000000000007,121.14999999999998
31,443.36249999999995,42.309919911489615,57.94999999999999,43.59999999999999,34.44999999999998,307.3625
32,370.22499999999997,58.55410781206275,84.92499999999998,66.09999999999998,3.03749999999999,216.16250000000002
33,490.9999999999999,23.707681596197176,115.7875,15.599999999999989,51.23749999999998,308.375
34,415.26249999999993,50.26479622542336,113.99999999999999,17.09999999999999,23.174999999999983,260.9875
35,361.6874999999999,48.604656734206024,86.86249999999998,7.099999999999997,29.587499999999984,238.13749999999996
36,445.07499999999993,31.40252444735402,184.09999999999997,4.349999999999988,65.62499999999999,190.99999999999997
37,594.3625,27.875305491599576,245.03749999999994,5.474999999999988,46.937499999999986,296.9124999999999
38,655.8874999999999,65.80178371125912,334.9375,136.42499999999998,3.4624999999999773,181.0625
39,726.375,122.23069121542267,232.31249999999997,434.7125,-61.887500000000024,121.2375
40,621.3,152.81099027884088,198.19999999999996,285.875,-45.06250000000003,182.2875
41,797.3499999999999,17.737378141465364,246.6375,163.16249999999997,110.21249999999999,277.3375
42,706.75,9.198120278984547,231.17499999999998,67.0625,108.82499999999999,299.6875
43,556.1374999999998,89.14694184089173,223.53749999999997,-29.12500000000002,0.8749999999999858,360.8499999999999
44,644.2124999999999,30.726036563746202,136.84999999999997,120.93749999999997,16.899999999999977,369.525
45,655.55,52.12455435460975,247.75,90.43749999999999,-84.03750000000002,401.40000000000003
46,680.5749999999999,73.91220157502187,249.0375,122.64999999999999,-145.01250000000005,453.9
47,624.3874999999999,42.03340623341548,218.73749999999998,83.08749999999998,-41.03750000000001,363.59999999999997
48,700.9750000000001,34.184581685315365,332.67499999999995,5.274999999999993,-19.85000000000001,382.875
49,704.9624999999999,61.777363623336996,349.275,54.737499999999976,-23.650000000000016,324.5999999999999
50,628.7124999999999,33.69939647703895,333.75,25.86249999999998,-17.325000000000014,286.42499999999995
51,772.9125,18.38257071929822,399.23749999999995,80.725,-53.36250000000002,346.3125
52,726.5250000000001,52.93378922452716,439.96250000000003,4.9874999999999865,41.57499999999999,239.99999999999994
53,585.4249999999998,43.02112126618737,358.19999999999993,31.34999999999998,-20.912500000000016,216.78749999999997
54,692.25,46.283910991473796,371.0,32.22499999999998,-12.537500000000009,301.5625
55,673.425,27.240460868592788,365.1,44.98749999999999,-1.525000000000011,264.86249999999995
56,800.25,49.99785412061868,492.32499999999993,22.224999999999987,-16.275000000000006,301.97499999999997
57,762.5625,60.595016210768804,314.525,56.99999999999999,15.51249999999999,375.525
58,856.45,34.70719786057838,509.5625,29.987499999999983,-12.550000000000004,329.44999999999993
59,751.7375,56.099388644173295,399.025,0.6124999999999914,11.024999999999991,341.07500000000005
60,665.3874999999999,48.08176791934756,331.4625,36.849999999999994,-3.075000000000017,300.15
61,781.4875,26.53035505950371,425.3625,43.474999999999994,6.399999999999984,306.25
62,813.0874999999999,59.7171680193393,425.0875,108.72499999999997,29.887499999999985,249.38749999999993
63,811.1749999999998,60.000713537423906,480.7874999999999,27.099999999999987,45.77499999999999,257.51249999999993
64,784.6,30.06072326696972,420.5875,93.32499999999999,-15.162500000000012,285.85
65,840.5999999999999,30.053355331254924,313.1375,274.24999999999994,46.26249999999998,206.95
66,877.0124999999999,33.12560927112638,340.06249999999994,112.28750000000002,105.16249999999998,319.5
67,832.6624999999999,24.440671149745487,268.38749999999993,301.29999999999995,95.27499999999998,167.7
68,855.75,30.291727418554405,200.48749999999998,268.91249999999997,186.29999999999995,200.05
69,891.6374999999999,28.026485799150816,308.22499999999997,131.79999999999998,115.92499999999998,335.6875
70,889.7875,36.30123032235499,230.81249999999997,272.025,122.3625,264.5875
71,856.4125,28.116597819022576,191.17499999999998,304.8375,150.425,209.97499999999997
72,830.5375,53.09349997488706,219.25,275.98749999999995,145.5,189.79999999999998
73,791.9625,70.3750321935983,157.22499999999997,349.1875,84.9125,200.63750000000002
74,837.0749999999998,48.77486331776508,67.44999999999997,536.7375,172.47499999999994,60.41249999999998
75,889.675,55.224022927828564,303.26249999999993,227.92499999999998,179.86249999999998,178.625
76,949.2874999999999,37.10457841807849,377.7875,224.72499999999997,160.28749999999997,186.48749999999998
77,876.4875,42.19720752510363,218.6625,277.6375,160.36249999999998,219.825
78,932.6500000000001,31.75038057514696,266.67499999999995,281.7625,173.12499999999997,211.0875
79,826.8875,84.48958115008423,369.53749999999997,162.23749999999998,87.42499999999998,207.6875
80,861.6874999999999,38.37751281132392,326.73749999999995,143.66249999999997,153.56249999999997,237.72499999999997
81,809.3874999999999,37.702438996038445,360.82499999999993,156.52499999999995,118.6625,173.375
82,743.6624999999999,65.21768476609701,315.4375,178.78749999999997,16.13749999999996,233.29999999999998
83,797.0749999999999,33.225420112718936,267.4,204.70000000000002,114.79999999999998,210.17499999999995
84,895.9125,44.922880097451426,247.7375,279.475,159.0125,209.6875
85,851.2124999999999,29.996266260708737,146.9875,303.44999999999993,202.92499999999998,197.84999999999997
86,724.5124999999999,63.98540320195437,291.875,84.49999999999999,62.19999999999998,285.9375
87,853.0249999999999,62.995758785810295,215.975,319.24999999999994,265.7625,52.037499999999966
88,840.8,9.078362554264233,313.3,125.52499999999998,199.04999999999998,202.92499999999995
89,780.75,34.371421025807635,326.125,121.97499999999995,156.89999999999998,175.74999999999997
90,739.125,86.91261535780251,475.5625,-13.612500000000043,40.18749999999997,236.98749999999995
91,760.7499999999999,58.46975001371793,399.1625,5.924999999999972,110.09999999999998,245.56249999999994
92,677.0875,38.5633319737373,355.90000000000003,81.76249999999997,122.29999999999997,117.12499999999997
93,398.49999999999994,32.8652869047774,165.39999999999998,97.64999999999999,39.162499999999994,96.28749999999998
