episode_id,total_score,total_score_sem,attack,attack_sem,bear_damage,bear_damage_sem,cause_damage_to_enemy,cause_damage_to_enemy_sem,wall_collision,wall_collision_sem,kill_enemy,kill_enemy_sem,died,died_sem
1,-11.475000000000009,39.13034042359799,87.0,0.7071067811865476,36.25,1.4361406616345072,31.0,2.798809270624444,31.75,7.814249804043892,14.5,1.3228756555322954,3.25,0.25
2,36.59999999999998,72.36967309124267,78.0,1.0801234497346435,30.75,4.02854398842394,29.5,4.839077046985992,40.5,8.760707733967616,14.5,2.4664414311581235,2.75,0.47871355387816905
3,103.51249999999999,24.050748212547013,89.75,2.322893310794392,32.5,2.217355782608345,36.0,2.41522945769824,31.5,7.262919523166975,17.0,1.0801234497346435,2.75,0.25
4,73.67499999999997,52.60610111954695,86.5,0.8660254037844386,27.75,3.275540667838924,30.0,3.3416562759605704,33.0,5.446711546122731,14.25,1.9311050377094112,2.5,0.28867513459481287
5,36.84999999999999,22.62877040406748,85.5,2.0207259421636903,27.0,0.7071067811865476,25.75,1.6520189667999174,35.25,4.661455423648999,12.75,0.75,2.0,0.0
6,155.7625,43.10159691067141,87.25,0.8539125638299665,25.5,2.254624876411447,33.25,4.170831252080733,15.75,2.688710967483613,16.0,2.160246899469287,2.25,0.25
7,203.6625,35.38135911630113,99.25,1.1086778913041726,29.5,2.0615528128088303,39.5,1.3228756555322954,9.25,3.010398644698074,19.5,0.6454972243679028,2.75,0.25
8,166.14999999999998,39.366372070588376,102.0,1.0801234497346435,45.0,2.3804761428476167,49.25,1.6007810593582121,5.5,0.8660254037844386,24.5,0.8660254037844386,4.25,0.25
9,364.91249999999997,47.45601636866852,99.25,1.8874586088176875,39.25,4.150803135137424,59.0,4.041451884327381,0.75,0.75,29.0,1.7320508075688772,3.75,0.47871355387816905
10,269.22499999999997,40.85966582911155,90.5,2.217355782608345,38.75,1.7017148213885114,51.5,2.533114025595111,0.5,0.5,25.25,1.3768926368215255,3.5,0.28867513459481287
11,348.9375,16.728361333874478,93.75,2.0966242709015206,31.5,1.9364916731037085,51.0,2.041241452319315,1.25,0.75,25.25,1.0307764064044151,2.75,0.25
12,236.9875,41.063392938033424,92.75,3.4247870980057527,19.25,3.010398644698074,33.0,4.43471156521669,3.75,1.3149778198382918,16.25,2.174664725116648,1.5,0.28867513459481287
13,278.75,26.828925621425817,90.0,1.224744871391589,16.25,2.3935677693908453,33.5,3.304037933599835,9.0,2.48327740429189,16.75,1.6520189667999174,1.25,0.25
14,299.6375,58.79895965278639,97.25,0.6291528696058958,27.0,4.4907311951024935,44.0,1.7795130420052185,1.5,1.1902380714238083,21.5,0.9574271077563381,2.25,0.47871355387816905
15,444.1375,36.35884449369461,84.75,1.7017148213885114,31.75,3.473110997362451,58.5,0.6454972243679028,2.75,0.75,28.5,0.5,2.75,0.47871355387816905
16,515.7375,12.969184229678184,90.25,2.0155644370746373,29.5,2.254624876411447,61.5,2.3979157616563596,2.0,0.7071067811865476,30.5,1.3228756555322954,2.75,0.25
17,466.3125,60.277598710051485,93.75,1.4930394055974097,26.5,2.217355782608345,55.5,3.227486121839514,0.5,0.28867513459481287,27.25,1.796988221070652,2.25,0.25
18,577.7875,26.905655965180785,94.25,2.0155644370746373,27.75,2.6575364531836625,64.75,2.6259918760981216,0.5,0.28867513459481287,31.75,1.25,2.5,0.28867513459481287
19,533.9,50.752918635286356,94.5,1.1902380714238083,31.25,2.322893310794392,64.0,2.041241452319315,0.25,0.25,31.75,1.0307764064044151,2.75,0.25
20,503.86249999999995,50.974815575111855,92.75,1.0307764064044151,32.5,1.4433756729740645,63.0,3.9157800414902435,0.5,0.28867513459481287,31.0,1.9578900207451218,2.75,0.25
21,565.8,4.6170878267583575,94.0,0.5773502691896257,27.25,1.3768926368215255,63.25,1.0307764064044151,0.0,0.0,31.0,0.408248290463863,2.25,0.25
22,744.4000000000001,20.888403880303198,92.0,1.8708286933869707,22.75,2.174664725116648,71.75,2.0966242709015206,0.0,0.0,35.75,1.1086778913041726,1.75,0.25
23,621.55,33.493251807889116,94.0,0.9128709291752769,25.25,2.1360009363293826,65.5,1.848422751068236,2.0,1.0,32.5,0.9574271077563381,2.25,0.25
24,670.4750000000001,38.8263736610396,98.0,0.5773502691896257,25.75,2.25,69.25,2.5617376914898995,2.25,0.9464847243000456,34.5,1.3228756555322954,2.25,0.25
25,688.1500000000001,30.320599433388534,99.5,1.3228756555322954,28.0,2.857738033247041,72.5,2.4664414311581235,1.75,1.4361406616345072,36.0,1.2909944487358056,2.5,0.28867513459481287
26,620.375,47.47682548710824,100.0,1.2909944487358056,27.5,2.958039891549808,67.25,1.7017148213885114,4.25,4.25,33.25,0.9464847243000456,2.25,0.25
27,662.5125,75.18774937614506,99.75,0.8539125638299665,28.0,2.160246899469287,70.75,3.8595120589698038,0.5,0.28867513459481287,35.0,1.8708286933869707,2.5,0.28867513459481287
28,642.9125,95.89939688505173,94.25,2.0966242709015206,27.5,4.573474244670748,69.25,2.9825883613622137,1.25,0.9464847243000456,34.0,1.6832508230603465,2.5,0.5
29,679.5500000000001,66.96514951823822,89.0,0.9128709291752769,23.75,2.9261749776799064,68.5,2.533114025595111,1.0,0.408248290463863,33.75,1.4361406616345072,2.0,0.408248290463863
30,653.4375,35.55719790586241,93.75,1.25,21.0,2.041241452319315,64.5,2.101586702153082,10.25,3.275540667838924,32.0,1.0801234497346435,1.75,0.25
31,589.3,33.438270240349844,89.0,1.4719601443879744,28.25,1.9311050377094112,65.75,1.6520189667999174,10.0,2.273030282830976,32.75,0.8539125638299665,2.5,0.28867513459481287
32,650.3500000000001,7.407119323101719,95.5,1.5545631755148024,23.75,1.8874586088176875,66.5,2.0207259421636903,17.25,7.454025757937787,33.0,1.0801234497346435,1.75,0.25
33,652.4499999999999,61.66098509862887,98.5,1.4433756729740645,28.25,1.9311050377094112,71.0,3.8944404818493075,12.25,5.677073776750366,34.75,1.8874586088176875,2.5,0.28867513459481287
34,662.8375000000001,32.07564220583381,100.75,0.6291528696058958,32.75,3.637192140465866,74.75,2.0155644370746373,1.75,0.75,37.0,0.9128709291752769,3.0,0.408248290463863
