episode_id,total_score,total_score_sem,attack,attack_sem,bear_damage,bear_damage_sem,cause_damage_to_enemy,cause_damage_to_enemy_sem,wall_collision,wall_collision_sem,kill_enemy,kill_enemy_sem,died,died_sem
29,752.0375000000001,63.051930894964116,91.75,2.4281337140555777,31.0,2.3804761428476167,79.25,3.449033681095813,0.25,0.25,39.25,1.7017148213885114,2.5,0.28867513459481287
30,731.1125,15.321041835223424,87.75,0.6291528696058958,26.75,1.6007810593582121,75.25,1.25,2.0,0.5773502691896257,36.5,0.8660254037844386,2.25,0.25
31,766.0000000000001,45.81270293270197,82.5,2.101586702153082,25.0,1.4719601443879744,75.25,2.9261749776799064,3.25,1.1086778913041726,37.5,1.4433756729740645,2.0,0.0
32,697.9375,28.032476515344346,78.75,2.1360009363293826,27.25,1.1086778913041726,72.5,2.217355782608345,6.75,2.780137886268713,36.0,1.0801234497346435,2.25,0.25
33,708.0875,31.37939461254789,88.25,2.5617376914898995,28.25,3.1191612120354835,74.25,3.092329219213245,3.5,0.28867513459481287,36.75,1.4361406616345072,2.5,0.28867513459481287
34,724.675,20.409194210779944,86.5,0.8660254037844386,29.25,2.286737122335374,76.0,1.4719601443879744,3.5,0.6454972243679028,37.5,0.6454972243679028,2.25,0.25
35,771.0375000000001,29.03602198850021,86.75,1.1086778913041726,26.25,2.3935677693908453,77.25,1.8874586088176875,2.25,2.25,38.0,1.0801234497346435,2.25,0.25
36,713.8875,49.14850953572583,87.25,1.1086778913041726,32.0,2.9154759474226504,77.75,2.174664725116648,0.0,0.0,38.5,1.0408329997330663,3.0,0.408248290463863
37,755.675,52.344064053784244,86.5,1.4433756729740645,26.5,2.101586702153082,76.0,2.943920288775949,3.5,1.1902380714238083,37.75,1.4361406616345072,2.25,0.25
38,767.05,49.47320402669174,81.5,0.6454972243679028,27.5,1.848422751068236,78.0,2.345207879911715,3.25,1.8874586088176875,38.25,1.3768926368215255,2.25,0.25
39,729.0375,45.3016711198384,84.25,2.0155644370746373,29.25,1.9311050377094112,76.25,2.7195281453467866,5.0,2.48327740429189,38.0,1.4142135623730951,2.5,0.28867513459481287
40,762.425,64.99224793517044,86.5,1.8929694486000912,32.25,3.705289012569285,81.0,2.41522945769824,0.5,0.5,40.0,1.35400640077266,2.5,0.28867513459481287
41,876.3250000000002,78.01523489037257,93.5,0.8660254037844386,25.25,5.390964663211956,83.75,1.4361406616345072,0.0,0.0,41.5,0.6454972243679028,2.25,0.47871355387816905
42,760.6875000000001,34.9163427292054,98.75,1.1086778913041726,34.25,1.8874586088176875,82.75,3.1983068437325812,0.25,0.25,41.0,1.4719601443879744,3.0,0.0
43,775.075,57.96293535527684,98.5,0.8660254037844386,29.5,2.3979157616563596,80.0,3.0276503540974917,1.0,0.7071067811865476,39.5,1.5545631755148024,2.5,0.28867513459481287
44,718.7125,41.41246478517467,93.25,1.0307764064044151,28.25,0.75,74.25,3.3260336739125176,3.75,1.6520189667999174,37.0,1.6832508230603465,2.0,0.0
45,705.2375,47.973605481729926,95.25,3.17214438511238,24.5,1.9364916731037085,70.75,2.954516316872639,0.5,0.28867513459481287,35.0,1.4719601443879744,2.0,0.0
46,778.8875,15.978897216328786,92.25,2.25,31.25,1.6520189667999174,81.5,0.6454972243679028,0.5,0.5,40.5,0.28867513459481287,2.75,0.25
47,754.6750000000001,21.163456121342747,89.0,0.7071067811865476,27.25,1.1086778913041726,76.25,1.3149778198382918,1.25,0.47871355387816905,37.75,0.75,2.0,0.0
48,729.05,70.14955155475576,86.5,1.3228756555322954,28.75,2.322893310794392,76.25,2.839454172900137,1.25,1.25,37.25,1.75,2.25,0.25
49,745.8875,83.41475282936068,87.25,2.4281337140555777,31.75,3.816084380618437,79.5,3.5,1.0,1.0,39.5,1.9364916731037085,2.75,0.47871355387816905
50,668.0374999999999,24.347307987742735,91.75,2.0155644370746373,29.0,2.0,72.5,3.122498999199199,1.25,0.6291528696058958,35.5,1.4433756729740645,2.75,0.25
51,581.875,30.639887537870223,95.0,3.391164991562634,28.75,0.8539125638299665,65.5,2.8431203515386634,4.25,2.462214450449026,32.25,1.4930394055974097,2.25,0.25
52,640.9375,74.00691233200226,96.25,0.25,32.75,2.809952550014561,73.5,2.9011491975882016,7.5,3.7969285832981723,36.25,1.6007810593582121,3.0,0.408248290463863
53,623.1,27.0133994528641,98.0,1.6832508230603465,30.25,2.056493779875511,69.5,1.5545631755148024,3.0,1.9148542155126762,34.5,0.8660254037844386,2.5,0.28867513459481287
54,584.5125,49.01381767335277,87.25,2.4281337140555777,34.25,1.6007810593582121,70.25,4.150803135137424,3.75,1.547847968417226,34.75,2.0966242709015206,3.0,0.0
55,554.4875000000001,48.31157286734377,85.25,2.0155644370746373,32.0,2.160246899469287,66.25,4.871259248558494,4.5,1.3228756555322954,32.75,2.286737122335374,2.75,0.25
56,544.3000000000001,66.80411352104998,86.5,4.133198922545748,33.25,2.9261749776799064,66.5,2.661453237111885,2.75,2.0966242709015206,33.0,1.4719601443879744,3.0,0.408248290463863
57,536.7125,47.971243013392936,88.25,1.6520189667999174,29.75,3.25,63.25,2.174664725116648,8.75,1.3768926368215255,31.0,1.35400640077266,2.25,0.25
58,650.4625000000001,39.91804821026031,85.75,3.79418414594407,23.25,2.0966242709015206,65.5,1.707825127659933,7.0,2.3804761428476167,32.75,0.8539125638299665,1.75,0.25
59,656.9749999999999,64.91156323542567,75.5,2.101586702153082,23.25,2.688710967483613,67.0,5.196152422706632,15.5,5.315072906367325,33.0,2.41522945769824,2.0,0.408248290463863
60,634.0374999999999,23.027821714540593,86.75,0.75,29.75,1.4361406616345072,71.0,2.3804761428476167,12.75,4.40407008724127,34.75,1.3149778198382918,2.75,0.25
61,739.7125000000001,41.90246798121405,90.75,2.75,23.5,1.7559422921421233,73.0,2.516611478423583,18.5,4.873397172404482,36.25,1.4930394055974097,2.0,0.0
62,642.9000000000001,42.98992614555184,84.5,2.8431203515386634,23.25,1.796988221070652,66.25,3.1457643480294792,25.75,1.1086778913041726,32.5,1.848422751068236,1.75,0.25
63,613.5749999999999,49.39462900964028,76.0,1.4719601443879744,21.75,0.47871355387816905,63.25,3.1983068437325812,37.75,12.59877639561345,31.5,1.6583123951777,2.0,0.0
64,568.5375000000001,24.16894852732874,69.25,2.286737122335374,27.5,1.6583123951777,64.25,1.1086778913041726,27.0,3.488074922742725,31.75,0.47871355387816905,2.25,0.25
65,571.075,47.31939568858983,63.5,1.3228756555322954,31.0,2.943920288775949,66.75,0.75,15.0,3.488074922742725,33.0,0.5773502691896257,2.5,0.28867513459481287
66,564.4125,35.95597061569424,64.25,1.6520189667999174,31.5,3.122498999199199,66.75,3.497022543059548,10.75,4.497684589504545,33.0,1.5811388300841898,2.75,0.25
67,649.2250000000001,37.07572487490974,65.5,3.7080992435478315,31.75,1.4930394055974097,72.75,1.6007810593582121,4.0,2.041241452319315,36.0,0.9128709291752769,2.75,0.25
68,661.9000000000001,38.93993772465488,69.5,2.958039891549808,29.0,2.160246899469287,71.25,2.286737122335374,6.25,3.092329219213245,35.25,0.8539125638299665,2.25,0.25
69,723.1,33.229247910036506,68.0,2.5495097567963922,25.5,2.598076211353316,73.0,1.7320508075688772,6.5,3.2015621187164243,36.25,0.8539125638299665,2.25,0.25
70,785.0125,35.53935831698897,74.75,2.056493779875511,24.75,2.286737122335374,76.5,1.5545631755148024,2.5,2.179449471770337,38.0,0.7071067811865476,2.0,0.408248290463863
71,686.2375000000001,15.5376877167529,82.75,2.1360009363293826,27.25,1.3149778198382918,72.0,1.6832508230603465,1.75,1.4361406616345072,35.25,0.8539125638299665,2.25,0.25
72,756.2250000000001,23.882468290917213,85.5,1.5,26.25,2.3935677693908453,76.25,2.8975564417856186,3.5,1.4433756729740645,37.75,1.547847968417226,2.5,0.28867513459481287
73,763.4375,22.28096511038066,86.25,1.547847968417226,21.5,1.3228756555322954,72.5,2.533114025595111,5.0,2.886751345948129,36.0,1.224744871391589,1.75,0.25
74,748.25,56.07377209236655,75.0,0.7071067811865476,22.5,2.6299556396765835,72.75,1.8427786989579984,5.5,3.095695936834452,35.75,1.0307764064044151,2.0,0.408248290463863
75,673.1750000000001,25.233786048338718,74.0,3.1091263510296048,24.0,1.7795130420052185,68.0,1.8257418583505538,17.75,5.93541630104129,34.0,0.9128709291752769,1.75,0.25
76,666.9749999999999,46.94804974650174,80.5,3.3291640592396967,24.25,1.1086778913041726,69.0,2.6770630673681683,38.0,11.40175425099138,34.25,1.25,2.0,0.0
77,735.05,36.18404920219222,79.0,1.5811388300841898,19.25,1.6520189667999174,69.0,1.9148542155126762,24.0,3.082207001484488,34.5,0.9574271077563381,1.5,0.28867513459481287
78,620.8625000000001,49.36487185151672,67.75,1.4361406616345072,26.0,0.7071067811865476,66.5,3.7969285832981723,12.5,6.5,32.5,1.9364916731037085,2.0,0.0
79,577.5,19.5879958988492,57.5,1.9364916731037085,20.0,2.273030282830976,58.25,2.25,14.75,4.497684589504545,28.75,1.3149778198382918,1.5,0.28867513459481287
80,602.15,5.474676550567443,57.0,1.9578900207451218,22.25,2.056493779875511,62.25,2.322893310794392,25.0,11.697578096911059,30.75,1.0307764064044151,1.75,0.25
81,710.1875,19.85145224536483,58.75,1.7017148213885114,22.25,1.1086778913041726,69.75,0.8539125638299665,11.25,2.7195281453467866,34.5,0.6454972243679028,2.0,0.0
82,637.7,20.402930753529823,63.5,3.122498999199199,25.5,1.5545631755148024,66.75,1.7017148213885114,6.25,2.4281337140555777,33.25,0.8539125638299665,2.25,0.25
83,642.8499999999999,23.112631827639184,60.5,0.6454972243679028,30.5,1.5,71.25,1.7017148213885114,7.75,4.190763653560053,35.25,0.8539125638299665,2.5,0.28867513459481287
84,700.8125,58.874712932775026,63.75,1.0307764064044151,25.0,1.7795130420052185,72.25,3.3509948771471834,37.5,2.217355782608345,35.5,1.6583123951777,2.0,0.0
85,618.3000000000001,40.72236793213284,76.5,2.3979157616563596,27.25,1.547847968417226,67.25,1.796988221070652,22.75,5.8505697728227,33.5,0.8660254037844386,2.25,0.25
86,684.7874999999999,22.617566688675126,79.25,2.056493779875511,26.5,2.327373340628157,71.25,2.1360009363293826,16.5,1.8929694486000912,35.5,1.1902380714238083,2.25,0.25
87,648.7625,67.3835241206385,72.25,2.5617376914898995,27.75,4.589389937671455,70.5,1.707825127659933,25.25,2.462214450449026,34.75,0.8539125638299665,2.5,0.5
88,637.375,13.622721522025879,70.0,1.8708286933869707,27.75,0.47871355387816905,68.75,1.25,17.75,1.3149778198382918,34.0,0.408248290463863,2.0,0.0
89,651.1,40.68770801278111,73.0,1.5811388300841898,31.75,3.1457643480294792,72.75,2.286737122335374,6.5,1.848422751068236,36.25,1.1086778913041726,2.75,0.47871355387816905
90,679.175,61.398800544744624,71.5,1.3228756555322954,29.25,4.190763653560053,73.0,1.2909944487358056,5.0,2.1213203435596424,35.75,0.8539125638299665,2.25,0.47871355387816905
91,684.3375000000001,40.10466709644489,75.75,1.1086778913041726,26.0,2.273030282830976,71.0,2.345207879911715,3.25,1.796988221070652,34.75,1.25,2.25,0.25
92,721.4625000000001,34.7771918492087,73.25,2.1360009363293826,24.75,2.462214450449026,72.0,3.559026084010437,3.75,1.1086778913041726,35.75,1.7017148213885114,2.0,0.0
93,744.6125,23.151020270893746,75.25,1.4361406616345072,25.75,0.47871355387816905,74.75,1.4930394055974097,10.75,4.40407008724127,37.0,0.7071067811865476,2.0,0.0
94,750.0625,52.55127406876069,73.75,2.954516316872639,23.25,1.7017148213885114,74.5,2.753785273643051,40.0,7.926747967062743,36.5,1.5545631755148024,1.75,0.25
95,702.3625,18.851440871102294,75.25,1.547847968417226,24.5,2.598076211353316,71.25,3.1983068437325812,21.75,3.966001344763598,35.5,1.6583123951777,2.25,0.25
96,685.9124999999999,17.434214146805303,71.75,2.3935677693908453,23.5,3.427827300200522,68.5,2.5,16.5,6.18465843842649,34.25,1.25,1.75,0.47871355387816905
97,705.875,35.180632100631755,72.5,0.8660254037844386,23.5,2.533114025595111,70.25,0.25,0.5,0.28867513459481287,34.5,0.28867513459481287,2.0,0.408248290463863
98,808.1374999999999,37.31051223069263,69.75,2.688710967483613,25.0,3.366501646120693,78.5,1.3228756555322954,0.75,0.47871355387816905,38.75,0.6291528696058958,2.0,0.408248290463863
99,751.325,16.49284567117916,68.5,1.5,21.5,2.5,71.5,1.9364916731037085,3.0,2.041241452319315,35.5,0.8660254037844386,1.75,0.25
100,677.4625,36.705042654245766,70.75,1.547847968417226,22.0,0.9128709291752769,67.0,2.273030282830976,7.0,1.7795130420052185,33.25,1.25,2.0,0.0
101,801.15,28.15835429613505,82.0,1.4719601443879744,23.75,1.796988221070652,77.25,1.4930394055974097,7.5,2.6299556396765835,38.0,0.7071067811865476,1.75,0.25
102,822.375,39.519786710794214,77.5,2.958039891549808,22.5,0.6454972243679028,78.0,2.972092416687835,7.5,2.8722813232690143,38.5,1.6583123951777,2.0,0.0
103,720.3125000000001,35.57396271034006,76.25,2.0966242709015206,27.75,1.6007810593582121,74.25,1.3149778198382918,4.75,2.780137886268713,37.0,0.7071067811865476,2.25,0.25
104,661.325,43.89676573127761,83.5,0.6454972243679028,29.5,2.5,71.75,2.6575364531836625,2.5,1.5,35.5,1.5,2.5,0.28867513459481287
105,711.0875000000001,43.19351019443394,78.25,2.25,29.75,2.7195281453467866,75.5,2.958039891549808,0.0,0.0,37.25,1.6520189667999174,2.5,0.28867513459481287
106,721.8375000000001,39.144201225511445,68.25,2.212653007891959,31.5,2.9011491975882016,77.5,2.0615528128088303,0.0,0.0,38.5,0.9574271077563381,2.75,0.25
107,749.2125,69.80767440797611,63.25,0.6291528696058958,28.25,1.547847968417226,76.75,3.637192140465866,0.75,0.75,38.25,1.796988221070652,2.5,0.28867513459481287
108,686.7625,60.40897551619848,49.75,1.8874586088176875,32.75,2.809952550014561,75.75,2.1360009363293826,2.0,2.0,37.5,0.9574271077563381,2.5,0.28867513459481287
109,724.075,64.16825052157803,56.0,2.48327740429189,29.25,2.780137886268713,75.5,2.753785273643051,0.25,0.25,37.75,1.3768926368215255,2.5,0.28867513459481287
110,668.4375,36.007987395159994,53.75,3.0379543555930306,28.5,2.9860788111948193,71.5,0.9574271077563381,0.75,0.75,35.25,0.25,2.5,0.28867513459481287
111,722.5000000000001,29.38963110803991,62.5,1.1902380714238083,25.5,0.28867513459481287,72.5,2.101586702153082,1.75,1.75,36.0,1.0801234497346435,2.0,0.0
112,711.75,15.799775842291755,57.5,2.101586702153082,26.75,2.6575364531836625,72.75,1.7017148213885114,1.75,1.4361406616345072,36.25,0.75,2.25,0.25
113,631.8,56.77419821832215,49.0,1.4719601443879744,29.25,2.056493779875511,69.25,2.6575364531836625,0.0,0.0,34.25,1.3149778198382918,2.5,0.28867513459481287
114,598.1875,15.63703369941581,51.25,1.6007810593582121,33.25,1.25,70.75,1.1086778913041726,0.0,0.0,34.5,0.6454972243679028,3.0,0.0
115,597.9000000000001,12.616325402694182,47.0,0.5773502691896257,29.0,2.041241452319315,66.5,2.101586702153082,0.0,0.0,32.75,1.25,2.25,0.25
116,637.6125,48.61127430528164,52.75,1.25,33.0,2.273030282830976,73.0,1.5811388300841898,0.0,0.0,35.75,0.8539125638299665,2.75,0.25
117,621.3875,47.28666732018657,47.25,0.8539125638299665,31.0,2.345207879911715,69.75,1.7017148213885114,0.0,0.0,34.5,0.8660254037844386,2.5,0.28867513459481287
118,678.325,55.75829347878812,46.0,2.6457513110645907,25.5,2.3979157616563596,69.5,2.254624876411447,0.25,0.25,34.5,1.1902380714238083,2.25,0.25
119,603.0500000000001,48.615356798718125,44.0,1.6832508230603465,28.25,1.547847968417226,66.75,2.25,1.0,0.408248290463863,32.75,1.1086778913041726,2.5,0.28867513459481287
120,677.15,42.58764981384472,44.5,3.570714214271425,25.0,3.3416562759605704,69.25,0.6291528696058958,2.75,1.4930394055974097,34.0,0.408248290463863,2.0,0.408248290463863
121,724.05,39.39271823573489,41.5,0.8660254037844386,22.0,2.273030282830976,69.5,2.179449471770337,1.75,1.1086778913041726,34.5,0.9574271077563381,1.5,0.28867513459481287
122,715.075,19.602449889405843,43.5,0.8660254037844386,23.25,1.9311050377094112,70.0,2.972092416687835,1.0,0.7071067811865476,34.75,1.4361406616345072,1.75,0.25
123,712.7624999999999,33.65265823452881,44.75,2.688710967483613,27.5,2.327373340628157,73.75,0.6291528696058958,0.0,0.0,36.25,0.47871355387816905,2.25,0.25
124,665.0125,41.285163673931734,49.75,2.056493779875511,28.0,2.857738033247041,70.75,2.868652413009751,15.0,15.0,35.25,1.4361406616345072,2.25,0.25
125,641.8625,13.285477268431105,47.75,0.8539125638299665,26.0,1.224744871391589,67.0,0.9128709291752769,0.5,0.28867513459481287,33.25,0.47871355387816905,2.0,0.0
126,586.0,27.384172740228397,55.0,1.4719601443879744,28.5,2.101586702153082,66.5,0.8660254037844386,18.5,8.568352622684635,32.5,0.28867513459481287,2.5,0.28867513459481287
127,633.7750000000001,20.708799458201327,62.0,2.972092416687835,24.5,0.6454972243679028,66.0,1.224744871391589,3.25,1.9311050377094112,32.25,0.6291528696058958,2.0,0.0
128,516.3375,47.43967825477599,60.75,3.986957904635229,27.25,2.4958298553119898,60.25,4.552929459882579,32.25,24.47575330812108,30.0,2.273030282830976,2.25,0.25
129,523.2874999999999,14.133211108944762,59.25,2.5617376914898995,29.0,3.6285901761795403,61.75,2.212653007891959,11.0,10.344080432788601,30.5,1.1902380714238083,2.5,0.28867513459481287
130,656.2125,13.01509340150889,65.75,4.51617463494641,23.0,0.9128709291752769,67.0,1.0801234497346435,16.0,5.916079783099616,32.75,0.25,2.0,0.0
131,767.9000000000001,89.12612551883986,62.0,2.5495097567963922,23.75,2.3935677693908453,75.0,6.258327785172862,1.5,1.5,37.0,3.0276503540974917,2.25,0.25
132,773.0,31.560002376425793,67.5,2.533114025595111,26.0,2.3804761428476167,77.0,1.4719601443879744,1.75,1.181453906563152,38.0,0.5773502691896257,2.25,0.25
133,755.2875,21.041599422334798,74.25,3.092329219213245,30.0,2.1213203435596424,78.75,1.25,1.0,0.5773502691896257,39.25,0.6291528696058958,2.75,0.25
134,830.2375000000001,10.046794161157418,70.25,1.6520189667999174,23.5,0.8660254037844386,78.75,0.75,4.0,3.0,39.25,0.47871355387816905,2.0,0.0
135,799.8625000000001,53.86421344068187,62.75,2.174664725116648,25.5,2.3979157616563596,78.25,2.75,4.5,2.254624876411447,38.75,1.4361406616345072,2.0,0.408248290463863
136,741.6625,70.81687762285202,61.75,3.092329219213245,20.75,1.6520189667999174,70.25,4.905354217587146,14.0,5.212165257037297,35.0,2.449489742783178,1.5,0.28867513459481287
137,729.8125,58.432890192510584,66.25,3.3260336739125176,24.0,1.35400640077266,72.25,3.3260336739125176,6.25,3.2242570203588508,35.75,1.6520189667999174,2.0,0.0
138,766.925,20.379590484927174,64.0,2.5495097567963922,25.0,0.9128709291752769,75.25,1.3768926368215255,3.25,1.1086778913041726,37.5,0.6454972243679028,2.0,0.0
139,759.825,52.97682866121753,68.5,2.101586702153082,25.25,3.1983068437325812,75.0,1.4719601443879744,1.5,0.6454972243679028,37.25,0.8539125638299665,2.0,0.408248290463863
140,814.0125,25.17546238403577,69.75,1.25,25.25,2.780137886268713,78.75,1.75,2.0,0.9128709291752769,39.0,0.9128709291752769,1.75,0.25
141,726.6875,55.5426764411835,71.25,1.75,23.0,2.614064523559687,70.75,1.796988221070652,5.0,3.1091263510296048,35.0,1.0801234497346435,1.5,0.28867513459481287
142,803.55,10.397956530011086,74.0,1.4142135623730951,22.75,1.1086778913041726,76.25,1.4361406616345072,2.0,1.224744871391589,38.0,0.7071067811865476,2.0,0.0
143,766.7125,39.3520402637102,80.75,0.8539125638299665,24.25,2.056493779875511,74.5,1.3228756555322954,0.0,0.0,37.0,0.7071067811865476,1.75,0.25
144,832.9875000000001,45.19379739429589,80.25,1.3149778198382918,26.5,1.5545631755148024,81.25,2.6259918760981216,0.0,0.0,40.5,1.1902380714238083,2.25,0.25
145,836.4375,12.649808545982012,71.25,0.6291528696058958,22.75,1.25,78.75,0.8539125638299665,0.0,0.0,38.75,0.47871355387816905,1.75,0.25
146,767.3375000000001,52.81521393421282,73.25,2.322893310794392,25.75,2.322893310794392,76.25,2.839454172900137,0.0,0.0,37.75,1.3768926368215255,2.25,0.25
147,746.125,43.50914894210951,75.0,1.9578900207451218,24.5,1.5545631755148024,73.5,3.378855822118882,1.25,0.75,36.5,1.707825127659933,2.0,0.0
148,742.5875000000001,28.04354036583112,73.25,2.286737122335374,26.0,2.041241452319315,74.75,1.9311050377094112,2.5,0.5,37.0,1.0801234497346435,2.25,0.25
149,736.8,47.84507550417283,71.5,5.330728530573158,23.5,2.254624876411447,72.5,1.707825127659933,12.75,4.2106016988865935,35.75,0.8539125638299665,1.75,0.25
150,750.5500000000001,78.85054163838488,71.5,2.101586702153082,25.25,2.322893310794392,75.75,4.589389937671455,15.75,2.5617376914898995,37.0,2.1984843263788196,2.25,0.25
151,658.45,61.450478029060115,61.0,1.0801234497346435,24.5,3.7527767497325675,68.0,1.632993161855452,24.0,7.560864148142503,33.75,0.6291528696058958,2.0,0.408248290463863
152,590.975,15.053923907074873,58.0,1.4142135623730951,25.0,0.7071067811865476,65.0,0.5773502691896257,72.25,15.892215075312818,32.5,0.28867513459481287,2.0,0.0
153,707.425,67.45323225514598,59.0,2.7386127875258306,22.75,2.839454172900137,69.5,2.3979157616563596,18.25,1.7017148213885114,34.5,1.3228756555322954,1.5,0.28867513459481287
154,643.5875000000001,36.03340102714889,60.75,1.25,27.0,2.798809270624444,68.75,1.796988221070652,21.25,6.687986742411102,34.0,1.0801234497346435,2.0,0.408248290463863
155,767.9125,18.597898346766666,59.25,1.3768926368215255,21.0,1.7795130420052185,72.75,1.3149778198382918,12.75,3.3509948771471834,35.75,0.6291528696058958,1.5,0.28867513459481287
156,615.75,30.970066193019342,60.0,1.7320508075688772,29.0,1.7795130420052185,68.75,1.9311050377094112,8.0,1.9578900207451218,33.5,1.1902380714238083,2.5,0.28867513459481287
157,699.6750000000001,43.202066405053685,59.0,2.1213203435596424,23.75,1.9311050377094112,70.0,2.345207879911715,5.75,2.056493779875511,34.5,1.1902380714238083,2.0,0.0
158,771.5875000000001,24.697050895130545,53.25,0.47871355387816905,18.5,0.28867513459481287,70.0,1.4142135623730951,4.5,1.5,34.75,0.8539125638299665,1.0,0.0
159,615.525,36.4074769106567,52.0,0.7071067811865476,22.0,3.696845502136472,63.5,4.55521678957215,20.75,10.834935778920581,31.0,2.3804761428476167,2.0,0.408248290463863
160,586.1625,19.476699487250574,56.75,1.3149778198382918,19.25,1.3768926368215255,60.0,1.7320508075688772,51.0,9.055385138137417,29.25,1.0307764064044151,1.5,0.28867513459481287
